artist_name,track_name,Tempo,Cut Time Feel,Triple Meter,Compound Meter,Odd Meter,Swing Feel,Shuffle Feel,Syncopation Low to High,Backbeat,Danceability
placebo,the bitter end,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
keane,everybody's changing,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
arcade fire,windowsill,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
evanescence,bring me to life,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.4
vampire weekend,a-punk,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
modest mouse,the world at large,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
sigur rós,mílanó,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2
death cab for cutie,the new year,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
tool,parabola,0.6,0.2,0.0,0.0,0.4,0.0,0.0,0.8,0.8,0.4
arctic monkeys,from the ritz to the rubble,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
röyksopp,what else is there,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
feist,one evening,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.8
jeff buckley,grace,0.6,0.0,0.2,1.0,0.0,0.2,0.2,0.6,0.6,0.2
vampire weekend,oxford comma,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
the smiths,the boy with the thorn in his side,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
interpol,roland,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
tv on the radio,wolf like me,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
pixies,wave of mutilation,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
placebo,post blue,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the who,baba o'riley,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
bloc party,hunting for witches,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6
metallica,enter sandman,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
pink floyd,on the run,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2
david bowie,life on mars?,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.2
radiohead,pyramid song,0.2,0.0,0.6,0.8,0.8,0.8,0.0,1.0,0.0,0.0
placebo,pure morning,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
radiohead,i might be wrong,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6
broken social scene,lover's spit,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2
beirut,nantes,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6
led zeppelin jam,black dog,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.8,0.8,0.6
broken social scene,stars and sons,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
kaiser chiefs,na na na na naa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
coldplay,square one,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
yeah yeah yeahs,cheated hearts,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
nirvana,rape me,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.4
broken social scene,7/4 (shoreline),0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.4,0.4
madonna,jump,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,1.0
coldplay,the hardest part,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.6
interpol,the heinrich maneuver,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
johnny cash,i walk the line,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8
joy division,atmosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
damien rice,cold water,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
coldplay,daylight,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
interpol,length of love,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
cansei de ser sexy,alala,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
regina spektor,better,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
nine inch nails,wish,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.6
bloc party,the prayer,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6
imogen heap,goodnight and go,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
franz ferdinand,ulysses,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.0
muse,muscle museum,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
kings of leon,the bucket,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
arctic monkeys,perhaps vampires is a bit strong but...,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the strokes,12:51,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
the beatles,sgt. pepper's lonely hearts club band,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
david bowie,heroes,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the stone roses,i wanna be adored,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
the knife,marble house,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
massive attack,risingson,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.4
beirut,a sunday smile,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6
röyksopp,sparks,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
the velvet underground,i'm waiting for the man,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
massive attack,unfinished sympathy,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,0.6
the ting tings,great dj,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
mogwai,hunted by a freak,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
snow patrol,open your eyes,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
the national,slow show,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
amy winehouse,some unholy war,0.2,0.0,0.0,1.0,0.0,0.4,0.4,0.6,0.8,0.4
david bowie,rebel rebel,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
weezer,buddy holly,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
bloc party,so here we are,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
black rebel motorcycle club,weight of the world,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4
the shins,saint simon,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
placebo,space monkey,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6
placebo,follow the cops back home,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.2
daft punk,crescendolls,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
the knife,neverland,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
the strokes,is this it,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
arctic monkeys,balaclava,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
modest mouse,ocean breathes salty,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
tool,rosetta stoned,0.8,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.2
the shins,turn on me,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
radiohead,bones,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
joy division,shadowplay,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
nirvana,in bloom,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
clap your hands say yeah,over and over again (lost and found),0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
yeah yeah yeahs,dudley,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
feist,gatekeeper,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.4,0.6
the libertines,can't stand me now,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
radiohead,how to disappear completely,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
placebo,because i want you,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the strokes,heart in a cage,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.6
josé gonzález,crosses,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2
rage against the machine,killing in the name,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.6
panic at the disco,i write sins not tragedies,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
portishead,it could be sweet,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.8,0.4
black rebel motorcycle club,howl,0.6,0.2,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.8
muse,the small print,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.4
the decemberists,we both go down together,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
röyksopp,only this moment,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
lez zeppelin,whole lotta love,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.6,1.0,0.6
björk,jóga,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2
new order,blue monday,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
interpol,leif erikson,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
portishead,numb,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.6,0.4,0.2
interpol,hands away,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2
joy division,new dawn fades,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.2
the white stripes,fell in love with a girl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
the fratellis,chelsea dagger,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
the killers,sam's town,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
david bowie,suffragette city,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
franz ferdinand,darts of pleasure,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
soundgarden,black hole sun,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.2
queens of the stone age,go with the flow,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
porcupine tree,trains,0.6,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.6,0.4
feist,inside and out,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6
the dandy warhols,bohemian like you,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
nick drake,pink moon,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
black rebel motorcycle club,weapon of choice,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
motörhead,ace of spades,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
interpol,rest my chemistry,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
sigur rós,olsen olsen,0.4,0.0,0.0,1.0,0.0,0.0,0.2,0.4,0.0,0.2
kings of leon,on call,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
muse,endlessly,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
air,venus,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
sigur rós,intro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the kooks,seaside,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4
interpol,the new,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
joy division,isolation,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
the velvet underground,sunday morning,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4
björk,army of me,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
radiohead,knives out,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
jimi hendrix,all along the watchtower,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
radiohead,the national anthem,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6
sigur rós,heysátan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coldplay,lost!,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
franz ferdinand,walk away,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
weezer,say it ain't so,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
johnny cash,i walk the line,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8
mgmt,the handshake,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6
daft punk,technologic,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,1.0
pink floyd,hey you,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2
amy winehouse,he can only hold her,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.6,1.0,0.8
the smiths,heaven knows i'm miserable now,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
pink floyd,any colour you like,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6
the shins,so says i,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
plain white t's,hey there delilah,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4
the strokes,barely legal,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
the killers,mr brightside,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
röyksopp,poor leno,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
the beatles,i want to hold your hand,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
sigur rós,gobbledigook,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
placebo,special k,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
radiohead,there there,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.4
muse,thoughts of a dying atheist,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
editors,blood,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
mgmt,4th dimensional transition,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6
pixies,gigantic,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
joy division,insight,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2
justice,genesis,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
a perfect circle,the noose,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.4,0.4
justin timberlake,sexyback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
pearl jam,alive,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
portishead,nylon smile,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.4
patrick wolf,the magic position,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
björk,pagan poetry,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2
the kooks,eddie's gun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
ac/dc,you shook me all night long,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.8
black rebel motorcycle club,red eyes and tears,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
yeah yeah yeahs,phenomena,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
klaxons,isle of her,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
klaxons,two receivers,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
metric,monster hospital,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
rhianna,don't stop the music,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
joy division,dead souls,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
cut copy,lights and music,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.0
arctic monkeys,d is for dangerous,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
the smiths,still ill,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
lez zeppelin,rock and roll,1.0,0.0,0.0,0.0,0.0,0.6,1.0,0.4,1.0,1.0
new young pony club,ice cream,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
the national,brainy,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.4
death cab for cutie,expo '86,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the white stripes,my doorbell,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
the national,mistaken for strangers,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
pantera,cowboys from hell,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4
air,le voyage de pénélope,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4
muse,sunburn,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
radiohead,fitter happier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
death from above 1979,romantic rights,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
joy division,atmosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
damien rice,cold water,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
coldplay,daylight,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
interpol,length of love,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
cansei de ser sexy,alala,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
regina spektor,better,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
nine inch nails,wish,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.4
bloc party,the prayer,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.8
imogen heap,goodnight and go,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
franz ferdinand,ulysses,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8
muse,muscle museum,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4
kings of leon,the bucket,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
arctic monkeys,perhaps vampires is a bit strong but...,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the strokes,12:51,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
the beatles,sgt. pepper's lonely hearts club band,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
david bowie,heroes,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the stone roses,i wanna be adored,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
the knife,marble house,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
massive attack,risingson,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.6,0.8,0.4
beirut,a sunday smile,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6
röyksopp,sparks,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.6
the velvet underground,i'm waiting for the man,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
massive attack,unfinished sympathy,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
the ting tings,great dj,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
mogwai,hunted by a freak,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4
snow patrol,open your eyes,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
the national,slow show,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4
amy winehouse,some unholy war,0.2,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.2,0.4
david bowie,rebel rebel,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
weezer,buddy holly,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
bloc party,so here we are,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6
black rebel motorcycle club,weight of the world,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
the shins,saint simon,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
placebo,space monkey,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6
placebo,follow the cops back home,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
daft punk,crescendolls,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
the knife,neverland,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
the strokes,is this it,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
arctic monkeys,balaclava,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.6
modest mouse,ocean breathes salty,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
tool,rosetta stoned,0.8,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.2
the shins,turn on me,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
radiohead,bones,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
joy division,shadowplay,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
nirvana,in bloom,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
clap your hands say yeah,over and over again (lost and found),0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
yeah yeah yeahs,dudley,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
feist,gatekeeper,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.4
the libertines,can't stand me now,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
mgmt,the handshake,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
nirvana,dumb,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4
the smiths,i know it's over,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0
my chemical romance,helena,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
the beach boys,wouldn't it be nice,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
metric,poster of a girl,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
u2,i still haven't found what i'm looking for,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
animal collective,grass,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
evanescence,call me when you're sober,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
arcade fire,(antichrist television blues),0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the velvet underground,heroin,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0
air,mike mills,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
massive attack,dissolved girl,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
the killers,for reasons unknown,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
the kooks,you don't love me,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
the shins,young pilgrims,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
imogen heap,headlock,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
muse,interlude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
death cab for cutie,we looked like giants,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
feist,so sorry,0.2,0.0,0.2,0.8,0.0,0.0,0.2,0.4,0.2,0.2
the smashing pumpkins,today,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
dido,here with me,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
muse,hoodoo,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2
the shins,spilt needles,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4
the national,fake empire,0.4,0.0,0.6,0.4,0.0,0.0,0.0,0.8,0.4,0.4
black rebel motorcycle club,rifles,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
kings of leon,king of the rodeo,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
nirvana,polly,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
nine inch nails,discipline,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
interpol,mammoth,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
afi,love like winter,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
editors,all sparks,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
pixies,tame,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
