artist_name,track_name,Angry Lyrics,Sad Lyrics,Happy/Joyful Lyrics,Humorous Lyrics,Love/Romance Lyrics,Social/Political Lyrics,Abstract Lyrics,Explicit Lyrics
kings of leon,milk,0.0,0.6,0.0,0.0,0.6,0.0,0.8,0.0
elliott smith,pictures of me,0.4,0.4,0.0,0.0,0.0,0.2,0.4,0.0
kings of leon,mcfearless,0.4,0.2,0.0,0.0,0.2,0.0,0.6,0.0
arcade fire,in the backseat,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0
kings of leon,red morning light,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.4
coldplay,parachutes,0.0,0.2,0.2,0.0,1.0,0.0,0.2,0.0
muse,unintended,0.0,0.2,0.2,0.0,1.0,0.0,0.2,0.0
bright eyes,lua,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.4
the new pornographers,twin cinema,0.0,0.0,0.2,0.2,0.2,0.0,0.6,0.0
bob dylan,blowin' in the wind,0.2,0.4,0.0,0.0,0.0,1.0,0.4,0.0
yeah yeah yeahs,turn into,0.0,0.6,0.0,0.0,0.6,0.0,0.4,0.0
ratatat,seventeen years,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
franz ferdinand,evil and a heathen,0.4,0.0,0.0,0.4,0.4,0.0,0.2,0.0
queen,crazy little thing called love,0.0,0.0,0.8,0.2,1.0,0.0,0.2,0.0
placebo,english summer rain,0.2,0.6,0.0,0.0,0.4,0.0,0.4,0.0
placebo,song to say goodbye,0.6,1.0,0.0,0.0,0.2,0.0,0.4,0.0
justice,let there be light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new order,ceremony,0.2,0.8,0.0,0.0,0.6,0.0,0.6,0.0
arcade fire,in the back seat,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0
the futureheads,hounds of love,0.0,0.2,0.2,0.0,0.8,0.0,0.6,0.0
depeche mode,wrong,0.6,0.4,0.0,0.0,0.0,0.0,0.2,0.0
clap your hands say yeah,is this love?,0.0,0.2,0.4,0.0,0.8,0.0,0.4,0.0
oasis,roll with it,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
röyksopp,in space,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the national,start a war,0.4,0.8,0.0,0.0,0.6,0.2,0.4,0.0
wolf parade,modern world,0.2,0.4,0.0,0.0,0.2,0.6,0.6,0.0
snow patrol,you could be happy,0.0,1.0,0.0,0.0,0.8,0.0,0.2,0.0
fleet foxes,ragged wood,0.0,0.2,0.6,0.0,0.8,0.0,0.6,0.0
muse,space dementia,0.6,0.6,0.0,0.0,0.8,0.0,0.8,0.0
coldplay,spies,0.0,0.6,0.0,0.0,0.0,0.4,0.6,0.0
nirvana,breed,0.8,0.0,0.0,0.2,0.2,0.4,0.4,0.0
the dresden dolls,girl anachronism,0.8,0.4,0.0,0.2,0.0,0.2,0.4,0.2
morrissey,you have killed me,0.4,0.8,0.0,0.2,0.6,0.2,0.4,0.0
the killers,glamorous indie rock and roll,0.2,0.0,0.4,0.4,0.2,0.4,0.2,0.0
sonic youth,incinerate,0.4,0.2,0.0,0.0,0.8,0.0,0.6,0.0
the doors,strange days,0.2,0.4,0.0,0.0,0.0,0.4,0.8,0.0
feist,past in present,0.0,0.4,0.2,0.0,0.2,0.0,0.4,0.0
creedence clearwater revisited,fortunate son,0.6,0.0,0.0,0.0,0.0,1.0,0.2,0.0
coldplay,swallowed in the sea,0.0,0.6,0.2,0.0,1.0,0.0,0.4,0.0
in flames,take this life,0.8,0.4,0.0,0.0,0.0,0.0,0.4,0.0
the white stripes,black math,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0
lez zeppelin,kashmir,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
the shins,the celibate life,0.0,0.4,0.0,0.2,0.4,0.0,0.6,0.0
the killers,enterlude,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0
arctic monkeys,this house is a circus,0.4,0.2,0.0,0.4,0.0,0.4,0.6,0.4
the shins,weird divide,0.0,0.4,0.0,0.0,0.6,0.0,0.6,0.0
a perfect circle,orestes,0.4,0.6,0.0,0.0,0.0,0.0,0.6,0.2
elliott smith,twilight,0.2,1.0,0.2,0.0,0.6,0.0,0.4,0.0
pink floyd,high hopes,0.0,0.8,0.2,0.0,0.0,0.4,0.6,0.0
pixies,gouge away,0.8,0.4,0.0,0.0,0.2,0.0,0.6,0.2
placebo,without you i'm nothing,0.0,1.0,0.0,0.0,0.8,0.0,0.4,0.0
beirut,mount wroclai (idle days),0.0,0.6,0.2,0.0,0.2,0.0,0.6,0.0
black rebel motorcycle club,devil's waitin',0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0
thom yorke,harrowdown hill,0.6,0.6,0.0,0.0,0.0,1.0,0.4,0.0
oasis,supersonic,0.0,0.0,0.4,0.4,0.2,0.0,0.6,0.4
patrick wolf,bluebells,0.0,0.6,0.2,0.0,0.4,0.0,0.6,0.0
elliott smith,son of sam,0.2,0.4,0.0,0.0,0.0,0.2,0.6,0.0
sigur rós,flugufrelsarinn,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0
franz ferdinand,you're the reason i'm leaving,0.4,0.2,0.0,0.4,0.6,0.0,0.4,0.0
bright eyes,we are nowhere and it's now,0.2,1.0,0.0,0.0,0.2,0.0,0.4,0.0
lily allen,friday night,0.4,0.0,0.2,0.6,0.0,0.2,0.0,0.2
the national,green gloves,0.0,0.8,0.0,0.0,0.2,0.0,0.6,0.0
kings of leon,taper jean girl,0.4,0.2,0.0,0.0,0.4,0.0,0.6,0.4
scissor sisters,laura,0.2,0.2,0.4,0.8,0.2,0.0,0.4,0.0
moby,extreme ways,0.2,0.6,0.0,0.0,0.0,0.0,0.6,0.0
bon iver,flume,0.0,0.6,0.0,0.0,0.6,0.0,0.8,0.0
duffy,warwick avenue,0.4,1.0,0.0,0.0,1.0,0.0,0.2,0.0
elliott smith,rose parade,0.4,0.8,0.0,0.2,0.0,0.4,0.2,0.2
metric,hustle rose,0.0,0.2,0.0,0.0,0.6,0.0,0.6,0.2
the strokes,trying your luck,0.2,0.6,0.0,0.0,0.6,0.0,0.2,0.0
elliott smith,somebody that i used to know,0.4,0.8,0.0,0.0,0.8,0.0,0.2,0.0
the beatles,blackbird,0.0,0.2,0.4,0.0,0.0,0.4,0.6,0.0
beirut,cliquot,0.0,0.6,0.2,0.0,0.6,0.0,0.6,0.0
cut copy,feel the love,0.0,0.0,1.0,0.0,0.8,0.0,0.4,0.0
arctic monkeys,only ones who know,0.0,0.8,0.0,0.0,1.0,0.0,0.4,0.0
band of horses,wicked gil,0.2,0.4,0.2,0.2,0.0,0.0,0.4,0.0
death from above 1979,blood on our hands,0.6,0.2,0.0,0.0,0.4,0.2,0.4,0.0
the smiths,pretty girls make graves,0.4,0.8,0.0,0.2,0.8,0.2,0.4,0.0
depeche mode,a pain that i'm used to,0.4,0.8,0.0,0.0,0.4,0.0,0.4,0.0
u2,sometimes you can't make it on your own,0.2,0.8,0.0,0.0,0.6,0.0,0.2,0.0
belle and sebastian,white collar boy,0.0,0.0,0.2,0.4,0.2,0.6,0.2,0.0
gorillaz,o green world,0.0,0.8,0.0,0.0,0.0,0.4,0.8,0.0
vampire weekend,mansard roof,0.0,0.0,0.2,0.2,0.0,0.2,0.4,0.0
portishead,silence,0.2,0.8,0.0,0.0,0.0,0.0,0.6,0.0
moby,lift me up,0.2,0.4,0.2,0.0,0.0,0.4,0.4,0.0
system of a down,chop suey,0.8,0.6,0.0,0.2,0.0,0.2,0.6,0.2
queens of the stone age,feel good hit of the summer,0.0,0.0,0.2,0.6,0.0,0.2,0.0,1.0
feist,the water,0.0,1.0,0.0,0.0,0.2,0.0,0.6,0.0
wolf parade,shine a light,0.2,0.4,0.2,0.0,0.2,0.0,0.4,0.0
tool,the patient,0.4,0.4,0.0,0.0,0.0,0.0,0.6,0.0
tool,lateralus,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0
lily allen,alfie,0.4,0.0,0.2,0.8,0.0,0.0,0.0,0.6
the beatles,with a little help from my friends,0.0,0.2,0.8,0.2,0.4,0.0,0.2,0.0
yeah yeah yeahs,black tongue,0.6,0.0,0.2,0.4,0.2,0.0,0.2,0.8
mogwai,travel is dangerous,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0
maxïmo park,going missing,0.4,0.6,0.0,0.0,0.4,0.0,0.4,0.0
the smiths,some girls are bigger than others,0.0,0.0,0.2,0.8,0.0,0.2,0.6,0.0
broken social scene,pacific theme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutral milk hotel,communist daughter,0.0,0.2,0.0,0.0,0.2,0.2,1.0,0.6
kings of leon,ragoo,0.0,0.0,0.6,0.2,0.2,0.0,0.4,0.0
beirut,scenic world,0.0,0.2,0.6,0.0,0.4,0.0,0.4,0.0
the knife,one hit,0.4,0.4,0.0,0.0,0.2,0.6,0.6,0.2
coldplay,low,0.0,0.6,0.2,0.0,0.4,0.0,0.4,0.0
radiohead,treefingers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yeah yeah yeahs,man,0.6,0.0,0.0,0.2,0.2,0.0,0.4,0.2
radiohead,bullet proof..i wish i was,0.0,1.0,0.0,0.0,0.2,0.0,0.6,0.0
editors,an end has a start,0.0,0.8,0.0,0.0,0.2,0.0,0.4,0.0
the dresden dolls,half jack,0.8,0.6,0.0,0.0,0.2,0.0,0.6,0.2
the knife,girls' night out,0.0,0.0,0.6,0.2,0.2,0.2,0.2,0.2
the stone roses,waterfall,0.0,0.0,0.6,0.0,0.0,0.2,0.6,0.0
imogen heap,daylight robbery,0.2,0.2,0.4,0.2,0.0,0.2,0.4,0.0
björk,big time sensuality,0.0,0.0,1.0,0.0,0.4,0.0,0.4,0.0
damien rice,older chests,0.0,0.8,0.0,0.0,0.0,0.2,0.4,0.0
pink floyd,mother,0.0,0.8,0.0,0.0,0.2,0.4,0.4,0.0
the flaming lips,do you realize??,0.0,0.6,0.4,0.0,0.4,0.0,0.4,0.0
radiohead,in limbo,0.2,0.6,0.0,0.0,0.2,0.0,0.8,0.0
franz ferdinand,no you girls,0.2,0.0,0.6,0.4,0.6,0.0,0.2,0.2
blur,beetlebum,0.0,0.4,0.0,0.0,0.2,0.0,0.6,0.0
moby,why does my heart feel so bad?,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0
justice,phantom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the beach boys,good vibrations,0.0,0.0,1.0,0.0,0.8,0.0,0.4,0.0
massive attack,exchange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
placebo,36 degrees,0.4,0.6,0.0,0.0,0.4,0.0,0.6,0.0
metallica,battery,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
the strokes,the modern age,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0
battles,atlas,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0
the stone roses,made of stone,0.0,0.4,0.0,0.0,0.0,0.2,0.6,0.0
jeff buckley,mojo pin,0.0,0.6,0.0,0.0,0.8,0.0,0.6,0.0
joy division,passover,0.2,0.8,0.0,0.0,0.0,0.4,0.6,0.0
foals,balloons,0.0,0.2,0.0,0.0,0.2,0.0,0.6,0.0
in flames,come clarity,0.2,0.4,0.0,0.0,0.4,0.0,0.6,0.0
wolf parade,i'll believe in anything,0.2,0.4,0.4,0.0,0.8,0.0,0.6,0.0
death cab for cutie,death of an interior decorator,0.0,0.6,0.2,0.0,0.4,0.0,0.4,0.0
explosions in the sky,first breath after coma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lily allen,littlest things,0.0,0.8,0.2,0.0,1.0,0.0,0.2,0.0
placebo,slave to the wage,0.6,0.2,0.0,0.0,0.0,0.8,0.4,0.2
slayer,raining blood,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6
the beatles,taxman,0.6,0.0,0.0,0.4,0.0,0.8,0.2,0.0
metallica,whiskey in the jar,0.4,0.2,0.4,0.0,0.4,0.0,0.2,0.0
death from above 1979,black history month,0.4,0.2,0.0,0.0,0.4,0.2,0.4,0.0
the new pornographers,use it,0.0,0.0,0.4,0.2,0.2,0.0,0.6,0.0
clap your hands say yeah,let the cool goddess rust away,0.2,0.2,0.0,0.2,0.0,0.2,0.8,0.0
tegan and sara,back in your head,0.0,0.6,0.0,0.0,1.0,0.0,0.2,0.0
siouxsie and the banshees,hong kong garden,0.4,0.0,0.0,0.0,0.0,0.6,0.4,0.0
mika,lollipop,0.0,0.0,1.0,0.8,0.6,0.0,0.4,0.2
nine inch nails,we're in this together,0.4,0.4,0.2,0.0,0.8,0.0,0.4,0.0
patrick wolf,teignmouth,0.0,0.8,0.2,0.0,0.4,0.0,0.6,0.0
portishead,hunter,0.2,0.8,0.0,0.0,0.4,0.0,0.6,0.0
tool,intension,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
thom yorke,analyse,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0
feist,brandy alexander,0.0,0.2,0.4,0.0,1.0,0.0,0.4,0.0
maxïmo park,i want you to stay,0.0,0.8,0.0,0.0,1.0,0.0,0.2,0.0
red hot chili peppers,can't stop,0.0,0.0,0.6,0.2,0.2,0.2,0.8,0.0
marilyn manson,the beautiful people,1.0,0.0,0.0,0.0,0.0,0.8,0.4,0.4
dread zeppelin,good times bad times,0.2,0.4,0.2,0.0,0.8,0.0,0.2,0.0
the beatles,in my life,0.0,0.4,0.2,0.0,0.8,0.0,0.2,0.0
jem,they,0.4,0.0,0.0,0.0,0.0,0.6,0.2,0.0
patrick wolf,overture,0.0,0.0,0.8,0.0,0.2,0.4,0.4,0.0
m.i.a.,boyz,0.0,0.0,0.8,0.4,0.0,0.4,0.2,0.0
frou frou,breathe in,0.0,0.2,0.4,0.0,0.8,0.0,0.4,0.0
bright eyes,at the bottom of everything,0.4,0.4,0.2,0.2,0.0,0.8,0.6,0.0
r.e.m.,nightswimming,0.0,0.6,0.2,0.0,0.0,0.0,0.4,0.0
modest mouse,fire it up,0.2,0.2,0.2,0.2,0.0,0.0,0.6,0.0
air,once upon a time,0.0,0.4,0.2,0.0,0.2,0.0,0.6,0.0
slipknot,duality,0.8,0.4,0.0,0.0,0.0,0.0,0.4,0.2
kasabian,shoot the runner,0.4,0.0,0.2,0.0,0.4,0.0,0.6,0.0
björk,hidden place,0.0,0.2,0.2,0.0,1.0,0.0,0.6,0.0
slayer,angel of death,0.8,0.0,0.0,0.0,0.0,0.8,0.2,1.0
joanna newsom,the book of right-on,0.2,0.0,0.2,0.4,0.0,0.0,0.8,0.0
black rebel motorcycle club,still suspicion holds you tight,0.4,0.6,0.0,0.0,0.2,0.0,0.4,0.0
explosions in the sky,the only moment we were alone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tool,forty six & 2,0.4,0.2,0.0,0.0,0.0,0.0,0.8,0.0
beirut,la banlieue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac/dc,hells bells,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.2
kt tunstall,other side of the world,0.0,0.8,0.0,0.0,0.8,0.0,0.4,0.0
the rolling stones,gimme shelter,0.4,0.4,0.0,0.0,0.2,0.8,0.6,0.4
animal collective,my girls,0.0,0.0,0.8,0.0,0.6,0.4,0.4,0.0
dread zeppelin,heartbreaker,0.4,0.4,0.0,0.0,0.6,0.0,0.2,0.2
sigur rós,untitled 4,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0
violent femmes,blister in the sun,0.0,0.0,0.8,0.4,0.4,0.0,0.2,0.4
cansei de ser sexy,art bitch,0.4,0.0,0.0,0.8,0.0,0.4,0.2,0.4
gorillaz,kids with guns,0.2,0.4,0.0,0.0,0.0,0.8,0.4,0.0
joy division,no love lost,0.6,0.4,0.0,0.0,0.0,0.4,0.4,0.4
fleet foxes,tiger mountain peasant song,0.0,0.8,0.0,0.0,0.2,0.0,0.6,0.0
boards of canada,wildlife analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imogen heap,just for now,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.0
bloc party,price of gas,0.6,0.2,0.0,0.2,0.0,1.0,0.2,0.0
onerepublic,stop and stare,0.2,0.6,0.0,0.0,0.0,0.0,0.4,0.0
imogen heap,the walk,0.4,0.4,0.0,0.0,0.8,0.0,0.4,0.0
gary numan,cars,0.0,0.4,0.0,0.0,0.0,0.4,0.4,0.0
boards of canada,'84 pontiac dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine inch nails,the perfect drug,0.2,0.8,0.0,0.0,0.8,0.0,0.6,0.0
a perfect circle,imagine,0.0,0.0,0.2,0.0,0.0,0.8,0.2,0.0
placebo,teenage angst,0.4,0.8,0.0,0.0,0.0,0.0,0.4,0.0
the strokes,under control,0.2,0.4,0.2,0.0,0.8,0.0,0.2,0.0
pixies,broken face,0.6,0.0,0.0,0.4,0.0,0.0,0.8,0.4
yeah yeah yeahs,the sweets,0.0,0.4,0.2,0.0,0.4,0.0,0.6,0.0
editors,smokers outside the hospital doors,0.0,1.0,0.0,0.0,0.0,0.2,0.4,0.0
the fratellis,henrietta,0.0,0.0,0.8,0.8,0.6,0.0,0.2,0.2
cat power,lived in bars,0.0,0.6,0.2,0.0,0.2,0.0,0.4,0.0
radiohead,you and whose army?,0.4,0.0,0.0,0.0,0.0,0.6,0.4,0.0
a perfect circle,the hollow,0.2,0.2,0.0,0.0,0.2,0.0,0.6,0.2
the kinks,lola,0.0,0.0,0.6,0.8,0.8,0.4,0.2,0.2
wolf parade,fancy claps,0.4,0.2,0.0,0.2,0.0,0.4,0.6,0.0
cat power,living proof,0.0,0.6,0.0,0.0,0.4,0.0,0.4,0.0
antony and the johnsons,fistful of love,0.4,0.8,0.2,0.0,1.0,0.0,0.4,0.2
marilyn manson,tainted love,0.4,0.8,0.0,0.0,0.8,0.0,0.2,0.0
of montreal,disconnect the dots,0.0,0.0,0.8,0.6,0.4,0.0,0.8,0.0
wolf parade,dear sons and daughters of hungry ghosts,0.4,0.4,0.0,0.0,0.0,0.4,0.6,0.0
editors,lights,0.2,0.6,0.0,0.0,0.4,0.0,0.6,0.0
the smiths,reel around the fountain,0.0,0.6,0.2,0.2,0.8,0.0,0.4,0.2
rufus wainwright,hallelujah,0.0,1.0,0.0,0.0,0.8,0.0,0.6,0.2
nine inch nails,the frail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
architecture in helsinki,scissor paper rock,0.0,0.0,0.6,0.4,0.4,0.0,0.6,0.0
kate nash,foundations,0.6,0.8,0.0,0.4,0.6,0.0,0.2,0.0
black sabbath,iron man,0.8,0.2,0.0,0.0,0.0,0.0,0.4,0.0
the shins,one by one all day,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0
modest mouse,we've got everything,0.2,0.2,0.6,0.4,0.0,0.0,0.6,0.0
lily allen,not big,0.6,0.0,0.2,1.0,0.0,0.0,0.2,0.6
cansei de ser sexy,alcohol,0.0,0.0,0.6,0.6,0.0,0.0,0.4,0.2
panic at the disco,camisado,0.6,0.4,0.0,0.2,0.0,0.0,0.6,0.0
lcd soundsystem,all my friends,0.2,0.8,0.2,0.2,0.0,0.4,0.4,0.0
placebo,nancy boy,0.2,0.0,0.2,0.4,0.0,0.4,0.2,0.8
coldplay,high speed,0.0,0.4,0.0,0.0,0.2,0.0,0.6,0.0
a perfect circle,magdalena,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.4
tegan and sara,the con,0.2,0.8,0.0,0.0,0.8,0.0,0.4,0.0
razorlight,america,0.2,0.6,0.0,0.0,0.0,0.6,0.2,0.0
the beatles,for no one,0.0,1.0,0.0,0.0,0.8,0.0,0.2,0.0
band of horses,our swords,0.2,0.4,0.0,0.0,0.0,0.0,0.6,0.0
nelly furtado,promiscuous (feat. timbaland),0.0,0.0,0.4,0.4,0.6,0.0,0.2,0.4
foals,olympic airways,0.2,0.4,0.0,0.0,0.2,0.0,0.6,0.0
black kids,i'm not gonna teach your boyfriend how to dance with you,0.4,0.0,0.4,0.6,0.8,0.0,0.2,0.0
johnny cash,folsom prison blues,0.4,0.8,0.0,0.0,0.0,0.2,0.2,0.2
animal collective,leaf house,0.0,0.0,0.2,0.2,0.0,0.0,1.0,0.0
feist,lonely lonely,0.0,1.0,0.0,0.0,0.6,0.0,0.4,0.0
the kooks,always where i need to be,0.0,0.0,0.6,0.0,1.0,0.0,0.2,0.0
beck,gamma ray,0.2,0.4,0.0,0.0,0.0,0.4,0.6,0.0
architecture in helsinki,heart it races,0.0,0.0,0.6,0.2,0.4,0.0,0.6,0.0
u2,pride (in the name of love),0.0,0.4,0.4,0.0,0.6,0.8,0.4,0.0
portishead,we carry on,0.4,0.6,0.0,0.0,0.0,0.2,0.6,0.0
the fratellis,whistle for the choir,0.0,0.2,0.6,0.2,1.0,0.0,0.2,0.0
modest mouse,satin in a coffin,0.6,0.4,0.0,0.4,0.0,0.0,0.6,0.0
kings of leon,soft,0.2,0.2,0.0,0.4,0.2,0.0,0.4,0.6
the shins,turn a square,0.2,0.4,0.2,0.2,0.6,0.0,0.6,0.0
boards of canada,peacock tail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evanescence,lithium,0.4,1.0,0.0,0.0,0.0,0.0,0.6,0.0
pink floyd,goodbye blue sky,0.0,1.0,0.0,0.0,0.0,0.8,0.4,0.0
travis,side,0.0,0.4,0.2,0.0,0.0,0.2,0.4,0.0
ladytron,sugar,0.4,0.2,0.0,0.0,0.2,0.2,0.6,0.0
yann tiersen,j'y suis jamais allé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phoenix,if i ever feel better,0.2,0.8,0.2,0.0,0.2,0.0,0.4,0.0
band of horses,part one,0.0,0.6,0.2,0.0,0.4,0.0,0.6,0.0
new order,age of consent,,,,,,,,
elliott smith,pitseleh,0.2,1.0,0.0,0.0,0.4,0.0,0.4,0.0
band of horses,weed party,0.0,0.2,0.4,0.2,0.0,0.0,0.4,0.2
lcd soundsystem,tribulations,0.2,0.4,0.0,0.0,0.2,0.0,0.4,0.0
guns n' roses,don't cry,0.0,0.8,0.0,0.0,0.8,0.0,0.2,0.0
garbage,i think i'm paranoid,0.6,0.2,0.0,0.0,0.4,0.0,0.4,0.0
yeah yeah yeahs,warrior,0.4,0.4,0.2,0.0,0.6,0.0,0.4,0.0
black rebel motorcycle club,six barrel shotgun,0.8,0.0,0.0,0.0,0.0,0.2,0.4,0.0
the clash,the guns of brixton,0.6,0.2,0.0,0.0,0.0,1.0,0.4,0.0
the doors,break on through (to the other side),0.2,0.2,0.2,0.0,0.2,0.0,0.6,0.2
the national,guest room,0.2,0.6,0.0,0.0,0.6,0.0,0.4,0.2
depeche mode,john the revelator,0.6,0.0,0.0,0.0,0.0,0.8,0.4,0.0
the beatles,oh! darling,0.0,0.8,0.0,0.0,1.0,0.0,0.2,0.0
kings of leon,molly's chambers,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.2
the beatles,across the universe,0.0,0.2,0.4,0.0,0.4,0.0,0.8,0.0
christina aguilera,ain't no other man,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.0
fleet foxes,he doesn't know why,0.0,0.6,0.2,0.0,0.2,0.0,0.6,0.0
foals,cassius,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0
nine inch nails,piggy,0.6,0.4,0.0,0.0,0.0,0.0,0.4,0.0
keane,crystal ball,0.2,0.8,0.0,0.0,0.0,0.0,0.6,0.0
keane,nothing in my way,0.4,0.8,0.0,0.0,1.0,0.0,0.2,0.0
queens of the stone age,burn the witch,0.8,0.0,0.0,0.0,0.0,0.2,0.4,0.0
the smiths,that joke isn't funny anymore,0.2,1.0,0.0,0.0,0.0,0.4,0.4,0.0
iron & wine,boy with a coin,0.0,0.2,0.0,0.0,0.2,0.0,0.8,0.0
metric,wet blanket,0.4,0.2,0.0,0.2,0.0,0.4,0.4,0.0
stereophonics,maybe tomorrow,0.0,0.6,0.2,0.0,0.0,0.0,0.4,0.0
pearl jam,even flow,0.0,0.6,0.0,0.0,0.0,0.6,0.4,0.0
broken social scene,late nineties bedroom rock for the missionaries,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
pavement,cut your hair,0.2,0.0,0.0,0.8,0.0,0.6,0.4,0.0
the verve,love is noise,0.4,0.4,0.0,0.0,0.2,0.6,0.6,0.0
broken social scene,shampoo suicide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
justin timberlake,my love,0.0,0.0,0.6,0.0,1.0,0.0,0.2,0.0
audioslave,what you are,0.6,0.2,0.0,0.0,0.6,0.0,0.2,0.0
my chemical romance,i'm not okay (i promise),0.6,0.4,0.0,0.2,0.4,0.0,0.2,0.2
we are scientists,this scene is dead,0.2,0.2,0.0,0.4,0.0,0.6,0.2,0.0
modest mouse,dance hall,0.8,0.0,0.0,0.2,0.0,0.0,0.4,0.0
kaiser chiefs,saturday night,0.2,0.4,0.6,0.4,0.4,0.0,0.2,0.0
joanna newsom,bridges and balloons,0.0,0.2,0.6,0.2,0.4,0.0,0.8,0.0
the goo goo dolls,slide,0.0,0.2,0.6,0.0,0.8,0.4,0.2,0.0
yeah yeah yeahs,mysteries,0.2,0.4,0.0,0.0,0.6,0.0,0.4,0.0
arctic monkeys,the bad thing,0.0,0.0,0.2,0.4,0.6,0.0,0.2,0.2
radiohead,sulk,0.4,0.8,0.0,0.0,0.0,0.4,0.4,0.0
the cure,why can't i be you?,0.0,0.0,1.0,0.4,1.0,0.0,0.2,0.0
radiohead,you,0.2,0.4,0.0,0.0,0.8,0.0,0.4,0.0
mogwai,acid food,0.0,0.4,0.0,0.0,0.2,0.0,0.6,0.0
röyksopp,circuit breaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muse,hyper music,0.8,0.2,0.0,0.0,0.4,0.0,0.4,0.0
wilco,heavy metal drummer,0.0,0.2,0.8,0.2,0.4,0.0,0.2,0.0
jet,look what you've done,0.4,0.8,0.0,0.0,0.6,0.0,0.2,0.0
regina spektor,field below,0.0,0.8,0.0,0.0,0.4,0.0,0.6,0.0
the dresden dolls,missed me,0.4,0.2,0.0,0.6,0.2,0.0,0.4,0.6
band of horses,no one's gonna love you,0.0,0.8,0.0,0.0,1.0,0.0,0.2,0.0
belle and sebastian,expectations,0.2,0.6,0.0,0.2,0.0,0.6,0.2,0.0
coldplay,death and all his friends,0.0,0.4,0.4,0.0,0.2,0.4,0.4,0.0
beirut,forks and knives (la fête),0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0
the beatles,octopus's garden,0.0,0.0,1.0,0.4,0.2,0.0,0.4,0.0
ladytron,international dateline,0.2,0.8,0.0,0.0,0.6,0.0,0.6,0.0
bon iver,lump sum,0.0,0.6,0.0,0.0,0.0,0.0,0.8,0.0
jack johnson,never know,0.0,0.2,0.4,0.0,0.6,0.0,0.2,0.0
digitalism,pogo,0.0,0.0,0.6,0.0,0.4,0.0,0.2,0.0
oasis,the importance of being idle,0.2,0.4,0.2,0.4,0.0,0.2,0.4,0.0
the flaming lips,fight test,0.2,0.4,0.2,0.0,0.4,0.0,0.4,0.0
rammstein,du hast,0.8,0.0,0.0,0.2,0.2,0.0,0.4,0.0
the beatles,a day in the life,0.0,0.6,0.2,0.2,0.0,0.4,0.8,0.0
a perfect circle,pet,0.4,0.0,0.0,0.0,0.0,0.2,0.6,0.0
kings of leon,knocked up,0.2,0.4,0.2,0.0,0.6,0.2,0.2,0.0
britney spears,ooh ooh baby,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.4
