artist_name,track_name,Minor / Major Key Tonality,Harmonic Sophistication
snow patrol,set the fire to the third bar,0.0,0.2
the new pornographers,the bleeding heart show,0.8,0.4
björk,possibly maybe,0.0,0.8
björk,possibly maybe,0.0,0.8
m.i.a.,bucky done gun,0.4,0.2
lcd soundsystem,someone great,1.0,0.2
coldplay,we never change,1.0,0.2
cut copy,we fight for diamonds,0.0,0.2
green day,basket case,1.0,0.4
editors,fingers in the factories,0.0,0.2
mylo,drop the pressure,0.0,0.2
nine inch nails,all the love in the world,0.0,0.6
the raconteurs,hands,0.6,0.6
midlake,roscoe,0.8,0.2
sufjan stevens,the man of metropolis steals our hearts,1.0,0.8
the mars volta,inertiatic esp,0.4,1.0
spoon,the two sides of monsieur valentine,0.6,0.6
portishead,cowboys,0.0,0.8
of montreal,gronlandic edit,1.0,0.6
the killers,my list,1.0,0.2
led zeppelin,tangerine,0.8,0.6
evanescence,tourniquet,0.0,0.2
nick drake,things behind the sun,0.4,0.8
spoon,don't you evah,1.0,0.2
black rebel motorcycle club,lien on your dreams,0.0,0.2
simon & garfunkel,the only living boy in new york,1.0,0.6
the national,secret meeting,0.4,0.2
modest mouse,this devil's workday,0.0,0.8
justice,valentine,0.0,0.2
tenacious d,tribute,0.0,0.4
iron & wine,sunset soon forgotten,0.6,0.4
travis,love will come through,1.0,0.2
bright eyes,four winds,1.0,0.2
placebo,taste in men,0.0,0.8
the rakes,22 grand job,0.8,0.2
placebo,bruise pristine,0.0,0.6
remy zero,fair,0.4,0.2
the smiths,these things take time,1.0,0.2
weezer,only in dreams,1.0,0.2
soilwork,stabbing the drama,0.0,0.6
interpol,who do you think,0.0,0.4
modest mouse,parting of the sensory,0.2,0.6
nouvelle vague,love will tear us apart,0.8,0.2
the beatles,good day sunshine,1.0,0.4
modest mouse,education,0.4,0.6
wilco,impossible germany,0.6,0.2
marilyn manson,this is the new shit,0.0,0.2
justice,waters of nazareth,0.0,0.8
silversun pickups,checkered floor,0.4,0.6
justin timberlake,my love (feat. t.i.),0.0,0.2
franz ferdinand,i'm your villain,0.0,0.2
inxs,never tear us apart,0.4,0.4
tori amos,cornflake girl,0.4,0.6
m.i.a.,bucky done gun,0.6,0.2
lcd soundsystem,someone great,1.0,0.2
coldplay,we never change,1.0,0.2
cut copy,we fight for diamonds,0.0,0.2
green day,basket case,1.0,0.2
editors,fingers in the factories,0.0,0.2
mylo,drop the pressure,0.0,0.0
nine inch nails,all the love in the world,0.4,0.6
the raconteurs,hands,0.6,0.6
midlake,roscoe,0.4,0.6
sufjan stevens,the man of metropolis steals our hearts,1.0,0.8
the mars volta,inertiatic esp,0.4,0.8
spoon,the two sides of monsieur valentine,0.0,0.4
portishead,cowboys,0.0,0.8
of montreal,gronlandic edit,1.0,0.8
the killers,my list,1.0,0.2
led zeppelin,tangerine,0.8,0.6
evanescence,tourniquet,0.0,0.2
nick drake,things behind the sun,0.4,0.6
spoon,don't you evah,1.0,0.2
black rebel motorcycle club,lien on your dreams,0.0,0.2
simon & garfunkel,the only living boy in new york,1.0,0.4
the national,secret meeting,0.0,0.6
modest mouse,this devil's workday,0.2,0.6
justice,valentine,0.8,0.6
tenacious d,tribute,0.2,0.4
iron & wine,sunset soon forgotten,0.8,0.2
travis,love will come through,1.0,0.2
bright eyes,four winds,0.8,0.6
placebo,taste in men,0.0,0.6
the rakes,22 grand job,0.8,0.6
placebo,bruise pristine,0.4,0.6
remy zero,fair,0.6,0.2
the smiths,these things take time,1.0,0.2
weezer,only in dreams,1.0,0.2
soilwork,stabbing the drama,0.0,0.2
interpol,who do you think,0.0,0.4
modest mouse,parting of the sensory,0.2,0.2
nouvelle vague,love will tear us apart,0.4,0.6
the beatles,good day sunshine,1.0,0.6
modest mouse,education,0.4,0.6
wilco,impossible germany,0.8,0.6
marilyn manson,this is the new shit,0.0,0.6
justice,waters of nazareth,0.0,0.8
silversun pickups,checkered floor,0.4,0.6
justin timberlake,my love (feat. t.i.),0.0,0.2
franz ferdinand,i'm your villain,0.4,0.2
inxs,never tear us apart,0.6,0.2
tori amos,cornflake girl,0.4,0.6
radiohead,talk show host,0.2,0.6
radiohead,talk show host,0.0,0.8
moby,we are all made of stars,1.0,0.2
crystal castles,vanished,0.0,0.2
queens of the stone age,everybody knows that you are insane,0.4,0.6
the white stripes,conquest,0.0,0.6
the strokes,what ever happened?,0.8,0.2
wilco,ashes of american flags,0.6,0.8
the smiths,stop me if you think you've heard this one before,1.0,0.4
coldplay,yes,0.2,0.6
duffy,stepping stone,0.0,0.2
the doors,roadhouse blues,0.6,0.0
blondie,hanging on the telephone,1.0,0.6
oasis,hello,1.0,0.6
art brut,emily kane,1.0,0.2
the smiths,how soon is now,0.0,0.4
beirut,elephant gun,1.0,0.4
amy macdonald,this is the life,1.0,0.2
maroon,won't go home without you,1.0,0.2
death cab for cutie,cath...,0.6,0.6
modest mouse,3rd planet,1.0,0.2
kings of leon,my party,0.6,0.6
the velvet underground,all tomorrow's parties,1.0,0.0
tv on the radio,i was a lover,0.2,0.8
clap your hands say yeah,details of the war,0.4,0.2
massive attack,safe from harm,0.0,0.2
pj harvey,the devil,0.0,0.2
the kooks,i want you,1.0,0.2
neutral milk hotel,ghost,1.0,0.2
joy division,atrocity exhibition,0.4,0.6
joy division,warsaw,1.0,0.0
david bowie,let's dance,0.6,0.4
metric,calculation theme,0.4,0.2
air,napalm love,0.0,0.6
bon iver,blindsided,0.4,0.6
gang of four,damaged goods,0.6,0.6
nine inch nails,sunspots,0.0,0.8
the mars volta,roulette dares (the haunt of),0.4,1.0
broken social scene,ibi dreams of pavement (a better day),0.8,0.6
the libertines,music when the lights go out,1.0,0.2
metric,love is a place,1.0,0.2
keane,we might as well be strangers,0.0,0.2
fischerspooner,never win,0.0,0.2
boards of canada,satellite anthem icarus,0.4,0.6
daft punk,human after all,0.0,0.2
wolf parade,we built another world,0.0,0.2
nick drake,place to be,0.8,0.6
the beatles,girl,0.4,0.6
nine inch nails,my violent heart,0.0,0.6
the clash,clampdown,0.8,0.6
within temptation,ice queen,0.0,0.2
moby,we are all made of stars,1.0,0.2
crystal castles,vanished,0.0,0.2
queens of the stone age,everybody knows that you are insane,0.0,0.8
the white stripes,conquest,0.0,0.6
the strokes,what ever happened?,1.0,0.2
wilco,ashes of american flags,0.8,0.6
the smiths,stop me if you think you've heard this one before,0.8,0.2
coldplay,yes,0.0,0.6
duffy,stepping stone,0.0,0.2
the doors,roadhouse blues,1.0,0.0
blondie,hanging on the telephone,1.0,0.6
oasis,hello,0.8,0.6
art brut,emily kane,1.0,0.2
the smiths,how soon is now,0.4,0.6
beirut,elephant gun,0.6,0.6
amy macdonald,this is the life,0.4,0.2
maroon,won't go home without you,1.0,0.2
death cab for cutie,cath...,0.4,0.2
modest mouse,3rd planet,1.0,0.2
kings of leon,my party,0.6,0.6
the velvet underground,all tomorrow's parties,0.8,0.2
tv on the radio,i was a lover,0.4,0.8
clap your hands say yeah,details of the war,0.2,0.2
massive attack,safe from harm,0.0,0.2
pj harvey,the devil,0.0,0.6
the kooks,i want you,0.8,0.2
neutral milk hotel,ghost,1.0,0.2
joy division,atrocity exhibition,0.0,0.2
joy division,warsaw,0.6,0.6
david bowie,let's dance,0.4,0.2
metric,calculation theme,0.0,0.2
air,napalm love,0.0,0.8
bon iver,blindsided,0.6,0.6
gang of four,damaged goods,0.4,0.6
nine inch nails,sunspots,0.0,0.8
the mars volta,roulette dares (the haunt of),0.6,1.0
broken social scene,ibi dreams of pavement (a better day),1.0,0.6
the libertines,music when the lights go out,1.0,0.2
metric,love is a place,1.0,0.2
keane,we might as well be strangers,0.0,0.2
fischerspooner,never win,0.0,0.2
boards of canada,satellite anthem icarus,0.6,0.6
daft punk,human after all,0.0,0.2
wolf parade,we built another world,0.4,0.6
nick drake,place to be,0.8,0.6
the beatles,girl,0.4,0.4
nine inch nails,my violent heart,0.0,0.6
the clash,clampdown,1.0,0.6
within temptation,ice queen,0.0,0.2
my bloody valentine,blown a wish,0.6,0.6
my bloody valentine,blown a wish,0.6,0.6
razorlight,in the morning,1.0,0.2
m83,don't save us from the flames,0.0,0.6
emily haines & the soft skeleton,doctor blind,0.0,0.6
clap your hands say yeah,heavy metal,0.4,0.2
duffy,rockferry,0.2,0.6
clap your hands say yeah,clap your hands!,1.0,0.0
gorillaz,el manana,0.0,0.2
beirut,un dernier verre (pour la route),0.0,0.4
yeah yeah yeahs,zero,1.0,0.2
belle and sebastian,judy and the dream of horses,1.0,0.4
bon iver,for emma,0.6,0.6
silversun pickups,rusted wheel,0.0,0.2
pulp,babies,1.0,0.2
the kills,cheap and cheerful,0.0,0.2
björk,earth intruders,0.0,0.2
my bloody valentine,i only said,0.6,0.6
the pipettes,pull shapes,1.0,0.2
morrissey,first of the gang to die,1.0,0.2
scissor sisters,i don't feel like dancin',1.0,0.6
lcd soundsystem,north american scum,0.6,0.6
madonna,future lovers,0.0,0.2
the velvet underground,pale blue eyes,1.0,0.2
pendulum,propane nightmares,0.0,0.4
röyksopp,follow my ruin,0.0,0.6
the go! team,junior kickstart,1.0,0.6
taking back sunday,makedamnsure,0.6,0.2
radiohead,dollars and cents,0.6,0.8
the chemical brothers,hey boy hey girl,0.0,0.2
rilo kiley,silver lining,1.0,0.2
nine inch nails,just like you imagined,0.6,0.8
bloc party,on,0.0,0.2
interpol,the scale,0.0,0.4
sublime,santeria,1.0,0.2
bloc party,sunday,1.0,0.2
bloc party,plans,0.0,0.6
alanis morissette,head over feet,1.0,0.2
my bloody valentine,loomer,0.4,0.6
the strokes,razorblade,1.0,0.6
portishead,deep water,1.0,0.4
the fratellis,creepin up the backstairs,0.0,0.4
simian mobile disco,hustler,0.0,0.0
cut copy,far away,1.0,0.2
bon iver,re: stacks,1.0,0.2
red hot chili peppers,hump de bump,0.8,0.0
metric,glass ceiling,0.0,0.2
abba,dancing queen,1.0,0.4
ratatat,falcon jab,0.0,0.6
in flames,cloud connected,0.0,0.6
frou frou,must be dreaming,0.0,0.6
razorlight,in the morning,1.0,0.2
m83,don't save us from the flames,0.8,0.2
emily haines & the soft skeleton,doctor blind,0.0,0.8
clap your hands say yeah,heavy metal,0.8,0.2
duffy,rockferry,0.0,0.6
clap your hands say yeah,clap your hands!,0.0,0.2
gorillaz,el manana,0.4,0.2
beirut,un dernier verre (pour la route),0.0,0.4
yeah yeah yeahs,zero,1.0,0.2
belle and sebastian,judy and the dream of horses,1.0,0.4
bon iver,for emma,0.8,0.2
silversun pickups,rusted wheel,0.4,0.2
pulp,babies,1.0,0.2
the kills,cheap and cheerful,0.0,0.2
björk,earth intruders,0.0,0.2
my bloody valentine,i only said,0.6,0.8
the pipettes,pull shapes,1.0,0.2
morrissey,first of the gang to die,1.0,0.2
scissor sisters,i don't feel like dancin',1.0,0.6
lcd soundsystem,north american scum,0.8,0.6
madonna,future lovers,0.0,0.2
the velvet underground,pale blue eyes,1.0,0.2
pendulum,propane nightmares,0.4,0.2
röyksopp,follow my ruin,0.0,0.6
the go! team,junior kickstart,1.0,0.6
taking back sunday,makedamnsure,0.4,0.2
radiohead,dollars and cents,0.6,0.8
the chemical brothers,hey boy hey girl,0.0,0.2
rilo kiley,silver lining,1.0,0.2
nine inch nails,just like you imagined,0.0,0.8
bloc party,on,0.0,0.2
interpol,the scale,0.0,0.6
sublime,santeria,1.0,0.4
bloc party,sunday,1.0,0.2
bloc party,plans,0.0,0.6
alanis morissette,head over feet,1.0,0.2
my bloody valentine,loomer,0.4,0.6
the strokes,razorblade,1.0,0.2
portishead,deep water,1.0,0.4
the fratellis,creepin up the backstairs,0.6,0.6
simian mobile disco,hustler,0.0,0.0
cut copy,far away,1.0,0.4
bon iver,re: stacks,0.6,0.2
red hot chili peppers,hump de bump,0.6,0.0
metric,glass ceiling,0.0,0.2
abba,dancing queen,1.0,0.4
ratatat,falcon jab,0.0,0.2
in flames,cloud connected,0.0,0.2
frou frou,must be dreaming,0.0,0.6
belle and sebastian,seeing other people,1.0,0.2
belle and sebastian,seeing other people,1.0,0.4
kings of leon,pistol of fire,0.8,0.6
him,the funeral of hearts,0.0,0.2
gorillaz,tomorrow comes today,0.0,0.4
dredg,bug eyes,0.4,0.6
a perfect circle,sleeping beauty,0.0,0.6
franz ferdinand,what you meant,0.6,0.6
death from above 1979,turn it out,0.0,0.2
red hot chili peppers,charlie,0.6,0.6
porcupine tree,lazarus,0.8,0.4
neko case,that teenage feeling,1.0,0.6
fool's garden,lemon tree,0.6,0.4
the undertones,teenage kicks,1.0,0.2
death cab for cutie,grapevine fires,0.8,0.2
vampire weekend,walcott,1.0,0.6
maxïmo park,signal and sign,0.0,0.2
evanescence,everybody's fool,0.0,0.2
deep purple,highway star,0.2,0.8
elliott smith,bled white,0.8,0.8
broken social scene,hotel,0.4,0.6
panic at the disco,time to dance,0.0,0.2
jackson and his computer band,rock on,0.6,0.6
dj shadow,organ donor,0.0,0.2
jeff buckley,eternal life,0.0,0.6
creedence clearwater revisited,bad moon rising,1.0,0.0
massive attack,group four,0.0,0.6
slipknot,before i forget,0.0,0.6
lykke li,little bit,0.0,0.2
vampire weekend,bryn,1.0,0.2
air,surfing on a rocket,0.4,0.6
clap your hands say yeah,in this home on ice,0.8,0.6
blondie,atomic,0.0,0.2
wolf parade,it's a curse,0.2,0.6
kt tunstall,black horse and the cherry tree,0.6,0.6
red hot chili peppers,parallel universe,0.2,0.2
placebo,black-eyed,0.0,0.2
arcade fire,neighborhood #2 (laïka),0.0,0.2
death from above 1979,little girl,0.0,0.2
björk,it's oh so quiet,1.0,0.8
depeche mode,people are people,0.0,0.2
digitalism,zdarlight,0.0,0.2
pink floyd,the thin ice,0.6,0.8
portishead,magic doors,0.0,0.8
metric,iou,0.0,0.2
architecture in helsinki,imaginary ordinary,1.0,0.2
the who,won't get fooled again,0.8,0.6
joy division,colony,0.0,0.2
the national,racing like a pro,0.6,0.6
tokyo police club,nature of the experiment,1.0,0.2
franz ferdinand,lucid dreams,0.0,0.2
kings of leon,pistol of fire,0.6,0.6
him,the funeral of hearts,0.0,0.2
gorillaz,tomorrow comes today,0.0,0.2
dredg,bug eyes,0.6,0.6
a perfect circle,sleeping beauty,0.0,0.6
franz ferdinand,what you meant,0.8,0.6
death from above 1979,turn it out,0.0,0.2
red hot chili peppers,charlie,0.8,0.6
porcupine tree,lazarus,0.8,0.6
neko case,that teenage feeling,1.0,0.4
fool's garden,lemon tree,0.6,0.4
the undertones,teenage kicks,1.0,0.0
death cab for cutie,grapevine fires,0.8,0.4
vampire weekend,walcott,1.0,0.2
maxïmo park,signal and sign,0.4,0.4
evanescence,everybody's fool,0.0,0.2
deep purple,highway star,0.0,0.8
elliott smith,bled white,0.8,0.6
broken social scene,hotel,0.4,0.6
panic at the disco,time to dance,0.0,0.6
jackson and his computer band,rock on,0.4,0.8
dj shadow,organ donor,0.0,0.8
jeff buckley,eternal life,0.0,0.6
creedence clearwater revisited,bad moon rising,1.0,0.0
massive attack,group four,0.0,0.6
slipknot,before i forget,0.0,0.6
lykke li,little bit,0.0,0.2
vampire weekend,bryn,1.0,0.2
air,surfing on a rocket,0.4,0.6
clap your hands say yeah,in this home on ice,1.0,0.2
blondie,atomic,0.0,0.2
wolf parade,it's a curse,0.4,0.6
kt tunstall,black horse and the cherry tree,0.6,0.6
red hot chili peppers,parallel universe,0.4,0.2
placebo,black-eyed,0.4,0.2
arcade fire,neighborhood #2 (laïka),0.0,0.2
death from above 1979,little girl,0.0,0.2
björk,it's oh so quiet,1.0,0.8
depeche mode,people are people,0.0,0.2
digitalism,zdarlight,0.0,0.2
pink floyd,the thin ice,0.6,0.6
portishead,magic doors,0.0,0.8
metric,iou,0.0,0.2
architecture in helsinki,imaginary ordinary,0.8,0.4
the who,won't get fooled again,0.6,0.6
joy division,colony,0.0,0.2
the national,racing like a pro,0.8,0.6
tokyo police club,nature of the experiment,1.0,0.2
franz ferdinand,lucid dreams,0.0,0.2
wilco,kamera,1.0,0.2
wilco,kamera,1.0,0.2
bob dylan,mr. tambourine man,1.0,0.0
gorillaz,intro,0.0,0.2
gossip,standing in the way of control,0.0,0.2
coldplay,twisted logic,0.0,0.6
röyksopp,someone like me,0.2,0.6
the knife,one for you,0.0,0.2
róisín murphy,overpowered,0.0,0.2
the subways,rock & roll queen,1.0,0.0
the knife,is it medicine,0.0,0.2
metric,patriarch on a vespa,0.2,0.6
silversun pickups,little lover's so polite,0.0,0.6
gorillaz,all alone,0.0,0.6
jeff buckley,dream brother,0.0,0.8
m.i.a.,bamboo banga,0.4,0.2
spiritualized,ladies and gentlemen we are floating in space,1.0,0.2
system of a down,question!,0.4,0.8
the cure,plainsong,0.8,0.2
the strokes,on the other side,0.4,0.6
nine inch nails,lights in the sky,0.0,0.6
the boy least likely to,be gentle with me,1.0,0.2
the strokes,the end has no end,0.8,0.2
iron maiden,2 minutes to midnight,0.0,0.2
black sabbath,war pigs,0.4,0.6
kings of leon,manhattan,0.8,0.6
system of a down,revenga,0.0,0.8
goldfrapp,fly me away,0.4,0.2
portishead,half day closing,0.0,0.8
the go! team,get it together,1.0,0.2
maxïmo park,limassol,0.0,0.2
david bowie,five years,1.0,0.2
nelly furtado,no hay igual,0.0,0.2
muse,screenager,0.0,0.8
sigur rós,ágætis byrjun,0.6,0.6
elliott smith,cupid's trick,0.0,0.4
elliott smith,everything means nothing to me,0.0,0.8
pixies,la la love you,1.0,0.0
u2,the unforgettable fire,0.6,0.6
pixies,i bleed,0.6,0.6
stars,elevator love letter,0.0,0.2
kings of leon,revelry,0.6,0.2
the whitest boy alive,burning,0.0,0.2
nine inch nails,love is not enough,0.0,0.6
the clash,white riot,1.0,0.0
editors,camera,0.2,0.2
the fratellis,for the girl,1.0,0.2
pixies,break my body,0.6,0.6
metric,empty,0.0,0.2
kate bush,wuthering heights,0.4,0.8
architecture in helsinki,the owls go,1.0,0.2
bob dylan,mr. tambourine man,1.0,0.0
gorillaz,intro,0.0,0.2
gossip,standing in the way of control,0.0,0.2
coldplay,twisted logic,0.0,0.2
röyksopp,someone like me,0.0,0.4
the knife,one for you,0.0,0.2
róisín murphy,overpowered,0.0,0.2
the subways,rock & roll queen,1.0,0.0
the knife,is it medicine,0.2,0.2
metric,patriarch on a vespa,0.0,0.2
silversun pickups,little lover's so polite,0.0,0.2
gorillaz,all alone,0.0,0.6
jeff buckley,dream brother,0.0,0.8
m.i.a.,bamboo banga,0.0,0.2
spiritualized,ladies and gentlemen we are floating in space,1.0,0.4
system of a down,question!,0.4,0.6
the cure,plainsong,1.0,0.2
the strokes,on the other side,0.0,0.6
nine inch nails,lights in the sky,0.0,0.6
the boy least likely to,be gentle with me,1.0,0.2
the strokes,the end has no end,0.8,0.2
iron maiden,2 minutes to midnight,0.0,0.2
black sabbath,war pigs,0.0,0.6
kings of leon,manhattan,1.0,0.2
system of a down,revenga,0.0,0.8
goldfrapp,fly me away,0.6,0.2
portishead,half day closing,0.0,0.8
the go! team,get it together,1.0,0.2
maxïmo park,limassol,0.0,0.6
david bowie,five years,1.0,0.6
nelly furtado,no hay igual,0.0,0.2
muse,screenager,0.0,0.6
sigur rós,ágætis byrjun,0.6,0.6
elliott smith,cupid's trick,0.0,0.8
elliott smith,everything means nothing to me,0.4,0.8
pixies,la la love you,1.0,0.2
u2,the unforgettable fire,0.8,0.2
pixies,i bleed,0.4,0.6
stars,elevator love letter,0.6,0.2
kings of leon,revelry,0.6,0.4
the whitest boy alive,burning,0.6,0.2
nine inch nails,love is not enough,0.0,0.6
the clash,white riot,1.0,0.0
editors,camera,0.0,0.2
the fratellis,for the girl,1.0,0.6
pixies,break my body,0.4,0.6
metric,empty,0.0,0.2
kate bush,wuthering heights,0.6,0.8
architecture in helsinki,the owls go,1.0,0.2
a perfect circle,the nurse who loved me,0.6,0.8
a perfect circle,the nurse who loved me,0.6,0.8
the white stripes,you don't know what love is (you just do as you're told),1.0,0.2
pearl jam,once,0.0,0.2
jimi hendrix,little wing,0.4,0.6
in flames,metaphor,0.2,0.4
animal collective,summertime clothes,0.8,0.6
the decemberists,yankee bayonet (i will be home then),1.0,0.2
kings of leon,crawl,0.0,0.2
blue öyster cult,(don't fear) the reaper,0.4,0.2
mogwai,we're no here,0.0,0.2
justin timberlake,futuresex/lovesound,0.0,0.2
kings of leon,true love way,0.8,0.4
scissor sisters,comfortably numb,0.6,0.6
aerosmith,i don't want to miss a thing,1.0,0.6
queen,you're my best friend,1.0,0.4
yo la tengo,autumn sweater,0.0,0.2
massive attack,what your soul sings,0.0,0.6
nine inch nails,right where it belongs,0.0,0.2
the kills,u.r.a. fever,0.0,0.0
fleet foxes,heard them stirring,0.6,0.2
bat for lashes,trophy,0.0,0.6
bob marley & the wailers,buffalo soldier,1.0,0.2
the clash,spanish bombs,1.0,0.2
red hot chili peppers,road trippin',0.0,0.2
ladytron,playgirl,0.0,0.2
mando diao,sheepdog,1.0,0.6
oasis,lyla,1.0,0.6
the clash,brand new cadillac,1.0,0.0
cut copy,midnight runner,0.8,0.2
britney spears,kill the lights,0.0,0.2
the libertines,what katie did,1.0,0.2
the clash,hateful,1.0,0.6
nine inch nails,the good soldier,0.0,0.6
pixies,caribou,0.0,0.2
foo fighters,my hero,1.0,0.2
broken social scene,almost crimes (radio kills remix),0.8,0.6
black rebel motorcycle club,too real,0.0,0.2
blur,there's no other way,0.6,0.2
modest mouse,gravity rides everything,1.0,0.2
blur,end of a century,1.0,0.6
bat for lashes,what's a girl to do?,0.0,0.2
onerepublic,apologize,0.0,0.2
tegan and sara,you wouldn't like me,0.4,0.2
camera obscura,let's get out of this country,1.0,0.4
queens of the stone age,tangled up in plaid,0.2,0.6
nine inch nails,heresy,0.0,0.6
disturbed,down with the sickness,0.0,0.2
phoenix,too young,1.0,0.2
iamx,president,0.0,0.6
kiss,detroit rock city,1.0,0.6
the white stripes,you don't know what love is (you just do as you're told),1.0,0.0
pearl jam,once,0.2,0.6
jimi hendrix,little wing,0.4,0.6
in flames,metaphor,0.0,0.2
animal collective,summertime clothes,1.0,0.2
the decemberists,yankee bayonet (i will be home then),1.0,0.2
kings of leon,crawl,0.0,0.2
blue öyster cult,(don't fear) the reaper,0.4,0.2
mogwai,we're no here,0.4,0.2
justin timberlake,futuresex/lovesound,0.2,0.2
kings of leon,true love way,1.0,0.2
scissor sisters,comfortably numb,0.6,0.2
aerosmith,i don't want to miss a thing,1.0,0.6
queen,you're my best friend,1.0,0.4
yo la tengo,autumn sweater,0.0,0.2
massive attack,what your soul sings,0.0,0.6
nine inch nails,right where it belongs,0.0,0.6
the kills,u.r.a. fever,0.0,0.0
fleet foxes,heard them stirring,0.4,0.2
bat for lashes,trophy,0.0,0.6
bob marley & the wailers,buffalo soldier,1.0,0.2
the clash,spanish bombs,1.0,0.2
red hot chili peppers,road trippin',0.0,0.2
ladytron,playgirl,0.0,0.2
mando diao,sheepdog,1.0,0.2
oasis,lyla,1.0,0.6
the clash,brand new cadillac,1.0,0.0
cut copy,midnight runner,0.8,0.2
britney spears,kill the lights,0.2,0.2
the libertines,what katie did,1.0,0.4
the clash,hateful,1.0,0.6
nine inch nails,the good soldier,0.0,0.6
pixies,caribou,0.4,0.6
foo fighters,my hero,1.0,0.2
broken social scene,almost crimes (radio kills remix),0.8,0.6
black rebel motorcycle club,too real,0.4,0.6
blur,there's no other way,0.8,0.6
modest mouse,gravity rides everything,1.0,0.2
blur,end of a century,1.0,0.2
bat for lashes,what's a girl to do?,0.0,0.2
onerepublic,apologize,0.0,0.2
tegan and sara,you wouldn't like me,1.0,0.2
camera obscura,let's get out of this country,1.0,0.4
queens of the stone age,tangled up in plaid,0.0,0.6
nine inch nails,heresy,0.0,0.2
disturbed,down with the sickness,0.0,0.2
phoenix,too young,1.0,0.2
iamx,president,0.0,0.6
kiss,detroit rock city,1.0,0.6
mogwai,kids will be skeletons,0.4,0.2
mogwai,kids will be skeletons,0.8,0.2
pink floyd,young lust,0.2,0.2
pink floyd,shine on you crazy diamond,0.4,0.4
patrick wolf,the gypsy king,0.0,0.6
the white stripes,dead leaves and the dirty ground,0.8,0.6
black rebel motorcycle club,gospel song,0.6,0.2
belle and sebastian,dear catastrophe waitress,1.0,0.4
the doors,l.a. woman,0.6,0.6
belle and sebastian,if you're feeling sinister,1.0,0.4
air,another day,1.0,0.4
grandaddy,the crystal lake,1.0,0.2
simple minds,don't you (forget about me),1.0,0.6
new order,crystal,0.6,0.2
queen,bicycle race,1.0,0.8
sigur rós,ný batterí,0.4,0.6
madonna,i love new york,0.6,0.6
clap your hands say yeah,blue turning gray,0.6,0.2
explosions in the sky,your hand in mine,1.0,0.2
the killers,losing touch,1.0,0.6
the strokes,meet me in the bathroom,1.0,0.2
nick drake,which will,0.4,0.6
cat power,good woman,0.4,0.2
the rakes,retreat,0.0,0.2
nancy sinatra,bang bang (my baby shot me down),0.0,0.6
broken social scene,windsurfing nation,0.6,0.6
the spinto band,oh mandy,1.0,0.6
kasabian,cutt off,0.2,0.2
jack johnson,no other way,0.4,0.2
the smiths,never had no one ever,0.0,0.2
kaiser chiefs,what did i ever give you?,0.8,0.2
the smiths,sheila take a bow,1.0,0.2
in flames,trigger,0.0,0.6
fujiya & miyagi,collarbone,0.0,0.2
animal collective,did you see the words,0.6,0.6
broken social scene,major label debut,1.0,0.2
modest mouse,fly trapped in a jar,0.4,0.6
dread zeppelin,misty mountain hop,0.8,0.6
depeche mode,halo,0.2,0.6
the futureheads,meantime,0.8,0.6
portishead,humming,0.0,0.8
ramones,i wanna be sedated,1.0,0.0
the beatles,drive my car,1.0,0.6
radiohead,thinking about you,1.0,0.2
boards of canada,turquoise hexagon sun,0.4,0.6
belle and sebastian,sukie in the graveyard,1.0,0.6
guns n' roses,civil war,0.4,0.6
david bowie,moonage daydream,1.0,0.6
the smashing pumpkins,eye,0.0,0.6
nine inch nails,letting you,0.0,0.6
tegan and sara,where does the good go,1.0,0.2
pink floyd,young lust,0.6,0.6
pink floyd,shine on you crazy diamond,0.4,0.8
patrick wolf,the gypsy king,0.4,0.6
the white stripes,dead leaves and the dirty ground,0.8,0.6
black rebel motorcycle club,gospel song,0.6,0.6
belle and sebastian,dear catastrophe waitress,1.0,0.4
the doors,l.a. woman,0.6,0.6
belle and sebastian,if you're feeling sinister,1.0,0.4
air,another day,0.4,0.6
grandaddy,the crystal lake,1.0,0.2
simple minds,don't you (forget about me),1.0,0.2
new order,crystal,0.4,0.2
queen,bicycle race,0.6,0.8
sigur rós,ný batterí,0.4,0.6
madonna,i love new york,0.6,0.6
clap your hands say yeah,blue turning gray,0.0,0.2
explosions in the sky,your hand in mine,1.0,0.2
the killers,losing touch,1.0,0.6
the strokes,meet me in the bathroom,1.0,0.2
nick drake,which will,0.6,0.6
cat power,good woman,0.6,0.2
the rakes,retreat,1.0,0.6
nancy sinatra,bang bang (my baby shot me down),0.0,0.2
broken social scene,windsurfing nation,0.4,0.6
the spinto band,oh mandy,1.0,0.6
kasabian,cutt off,0.0,0.2
jack johnson,no other way,1.0,0.2
the smiths,never had no one ever,0.0,0.6
kaiser chiefs,what did i ever give you?,1.0,0.2
the smiths,sheila take a bow,1.0,0.0
in flames,trigger,0.0,0.6
fujiya & miyagi,collarbone,0.0,0.2
animal collective,did you see the words,0.6,0.6
broken social scene,major label debut,0.8,0.2
modest mouse,fly trapped in a jar,0.6,0.6
dread zeppelin,misty mountain hop,0.6,0.6
depeche mode,halo,1.0,0.2
the futureheads,meantime,1.0,0.2
portishead,humming,0.0,0.8
ramones,i wanna be sedated,1.0,0.0
the beatles,drive my car,1.0,0.6
radiohead,thinking about you,1.0,0.2
boards of canada,turquoise hexagon sun,0.4,0.6
belle and sebastian,sukie in the graveyard,1.0,0.6
guns n' roses,civil war,0.4,0.6
david bowie,moonage daydream,0.8,0.8
