artist_name,track_name,Live Recording,Audio Production,Aural Intensity,Acoustic Sonority,Electric Sonority,Synthetic Sonority
black rebel motorcycle club,stop,0.0,0.8,0.8,0.0,1.0,0.0
rage against the machine,bulls on parade,0.0,1.0,1.0,0.2,1.0,0.0
jeff buckley,lilac wine,0.0,1.0,0.4,0.2,0.8,0.0
the prodigy,firestarter,0.0,1.0,1.0,0.0,0.4,1.0
patrick wolf,augustine,0.0,1.0,0.6,0.8,0.2,0.2
nine inch nails,something i can never have,0.0,0.8,0.6,0.2,0.4,1.0
the killers,this river is wild,0.0,1.0,0.8,0.2,0.8,0.4
beyoncé,irreplaceable,0.0,1.0,0.6,0.8,0.4,0.6
the clash,lost in the supermarket,0.0,0.8,0.4,0.4,0.8,0.2
beirut,brandenburg,0.0,0.6,0.4,1.0,0.2,0.0
fiona apple,sleep to dream,0.0,1.0,0.8,0.6,0.4,0.2
black rebel motorcycle club,666 conducer,0.0,0.8,0.8,0.0,1.0,0.0
kanye west,can't tell me nothing,0.0,1.0,0.6,0.0,0.2,1.0
keane,a bad dream,0.0,1.0,0.6,0.4,0.4,0.8
nine inch nails,the beginning of the end,0.0,1.0,0.8,0.0,1.0,0.6
antony and the johnsons,man is the baby,0.0,0.8,0.2,1.0,0.0,0.0
queen,fat bottomed girls,0.0,1.0,0.8,0.2,1.0,0.0
elliott smith,sweet adeline,0.0,1.0,0.8,0.4,0.8,0.0
neko case,star witness,0.0,1.0,0.4,0.4,0.8,0.0
dashboard confessional,hands down,0.0,0.8,0.8,0.2,0.8,0.0
radiohead,2+2= 5,0.0,1.0,0.8,0.2,1.0,0.2
portishead,only you,0.0,1.0,0.6,0.2,0.6,0.8
keane,bend and break,0.0,1.0,0.8,0.8,0.0,0.6
kylie minogue,in my arms,0.0,1.0,0.8,0.0,0.2,1.0
system of a down,chop suey!,0.0,1.0,1.0,0.2,1.0,0.0
system of a down,cigaro,0.0,1.0,1.0,0.0,1.0,0.0
damien rice,cheers darlin',0.0,0.8,0.4,1.0,0.2,0.0
blur,coffee & tv,0.0,1.0,0.6,0.2,0.8,0.2
queens of the stone age,in my head,0.0,1.0,0.8,0.0,1.0,0.2
depeche mode,a question of time,0.0,1.0,0.8,0.0,0.4,1.0
the doors,the crystal ship,0.0,0.8,0.2,0.8,0.2,0.0
oasis,she's electric,0.0,1.0,0.6,0.6,0.6,0.0
evanescence,taking over me,0.0,1.0,0.8,0.2,1.0,0.4
junior boys,in the morning,0.0,1.0,0.4,0.2,0.2,1.0
afi,girl's not grey,0.0,1.0,0.8,0.0,1.0,0.2
dread zeppelin,going to california,0.0,0.8,0.4,0.4,0.8,0.0
sigur rós,glosoli,0.0,1.0,0.8,0.4,0.8,0.2
pixies,dig for fire,0.0,0.8,0.6,0.0,1.0,0.0
joy division,wilderness,0.0,0.8,0.8,0.2,1.0,0.0
the shins,girl on the wing,0.0,0.6,0.4,0.2,0.8,0.0
the cure,the lovecats,0.0,0.8,0.4,0.8,0.2,0.0
múm,we have a map of the piano,0.0,0.8,0.4,0.4,0.2,0.8
sufjan stevens,the dress looks nice on you,0.0,0.8,0.2,1.0,0.2,0.0
the strokes,automatic stop,0.0,0.8,0.4,0.2,1.0,0.0
the clash,rudie can't fail,0.0,0.8,0.6,0.4,0.8,0.0
the doors,break on through,0.0,0.8,0.8,0.2,1.0,0.0
black rebel motorcycle club,white palms,0.0,0.6,0.8,0.0,1.0,0.0
cocorosie,by your side,0.0,0.4,0.2,0.4,0.2,0.6
depeche mode,everything counts,0.0,0.8,0.6,0.2,0.0,1.0
black rebel motorcycle club,awake,0.0,0.8,0.8,0.2,1.0,0.0
editors,fall,0.0,0.8,0.6,0.0,1.0,0.2
portishead,plastic,0.0,0.8,0.8,0.4,0.6,0.8
blondie,call me,0.0,1.0,0.8,0.2,0.8,0.4
cansei de ser sexy,off the hook,0.0,0.8,0.8,0.2,0.8,0.6
anton maiden,the trooper,0.0,0.2,0.6,0.0,0.2,1.0
bloc party,luno,0.0,0.8,0.8,0.2,1.0,0.0
the stranglers,golden brown,0.0,1.0,0.4,0.6,0.4,0.2
nelly furtado,promiscuous,0.0,1.0,0.6,0.0,0.2,1.0
belle and sebastian,like dylan in the movies,0.0,0.8,0.4,0.6,0.4,0.0
bloc party,waiting for the 7.18,0.0,1.0,0.6,0.2,0.8,0.4
black rebel motorcycle club,not what you wanted,0.0,0.8,0.8,0.2,1.0,0.0
band of horses,i go to the barn because i like the,0.0,0.8,0.4,0.4,0.8,0.0
bloc party,uniform,0.0,1.0,0.8,0.2,1.0,0.2
the cure,fascination street,0.0,1.0,0.8,0.2,1.0,0.4
clap your hands say yeah,sunshine and clouds (and everything proud),0.0,0.4,0.2,0.2,0.2,0.8
ratatat,lex,0.0,1.0,0.8,0.0,0.8,0.8
lady gaga,lovegame,0.0,1.0,0.8,0.0,0.2,1.0
cut copy,future,0.0,1.0,0.6,0.2,0.6,1.0
the shins,those to come,0.0,0.8,0.2,1.0,0.0,0.0
scissor sisters,take your mama,0.0,1.0,0.6,0.6,0.4,0.2
metric,handshakes,0.0,0.8,0.8,0.0,0.8,0.6
imogen heap,have you got it in you?,0.0,1.0,0.8,0.2,0.6,0.8
blur,out of time,0.0,1.0,0.4,0.6,0.4,0.2
fergie,big girls don't cry,0.0,1.0,0.4,0.6,0.4,0.4
zz top,sharp dressed man,0.0,1.0,0.8,0.0,1.0,0.4
him,wicked game,0.0,0.8,0.6,0.2,0.8,0.4
radiohead,packt like sardines in a crushd tin box,0.0,1.0,0.6,0.0,0.2,1.0
band of horses,is there a ghost,0.0,1.0,0.8,0.0,1.0,0.0
jimi hendrix,fire,0.0,0.8,0.8,0.2,1.0,0.0
the beatles,i want you (she's so heavy),0.0,1.0,1.0,0.2,1.0,0.4
wilco,i'm the man who loves you,0.0,0.8,0.8,0.4,1.0,0.2
the libertines,time for heroes,0.0,0.6,0.8,0.0,1.0,0.0
the darkness,i believe in a thing called love,0.0,1.0,0.8,0.0,1.0,0.0
boards of canada,music is math,0.0,0.8,0.6,0.2,0.2,1.0
britney spears,i'm a slave 4 u,0.0,1.0,0.8,0.0,0.2,1.0
modest mouse,florida,0.0,1.0,0.8,0.2,1.0,0.2
cut copy,out there on the ice,0.0,1.0,0.8,0.0,0.4,1.0
le tigre,deceptacon,0.0,0.6,0.8,0.0,0.6,1.0
the cardigans,my favourite game,0.0,1.0,0.8,0.2,1.0,0.2
black rebel motorcycle club,as sure as the sun,0.0,0.8,0.6,0.0,1.0,0.0
daft punk,veridis quo,0.0,1.0,0.4,0.0,0.2,1.0
modest mouse,missed the boat,0.0,1.0,0.6,0.4,0.8,0.2
nine inch nails,the fragile,0.0,1.0,0.6,0.2,0.8,0.8
bat for lashes,horse and i,0.0,0.8,0.6,0.2,0.4,0.8
oasis,cast no shadow,0.0,1.0,0.6,0.8,0.6,0.2
black rebel motorcycle club,need some air,0.0,0.8,0.8,0.2,1.0,0.0
tool,eulogy,0.0,1.0,0.8,0.2,1.0,0.2
joy division,a means to an end,0.0,0.8,0.6,0.2,1.0,0.0
beirut,rhineland (heartland),0.0,0.6,0.6,1.0,0.2,0.2
pantera,walk,0.0,1.0,1.0,0.0,1.0,0.0
silversun pickups,three seed,0.0,1.0,0.8,0.0,1.0,0.0
afi,summer shudder,0.0,1.0,0.6,0.0,0.8,0.6
black rebel motorcycle club,took out a loan,0.0,0.8,0.8,0.0,1.0,0.0
iron & wine,love and some verses,0.0,0.8,0.2,1.0,0.2,0.0
paramore,crushcrushcrush,0.0,1.0,0.8,0.0,1.0,0.0
the futureheads,decent days and nights,0.0,0.8,0.8,0.2,1.0,0.0
patrick wolf,to the lighthouse,0.0,0.6,0.4,0.8,0.2,0.4
the raconteurs,broken boy soldier,0.0,0.8,0.8,0.2,1.0,0.0
vampire weekend,campus,0.0,0.8,0.6,0.4,0.8,0.2
cocorosie,beautiful boyz,0.0,0.4,0.4,0.6,0.2,0.4
kings of leon,black thumbnail,0.0,0.8,1.0,0.0,1.0,0.0
belle and sebastian,the stars of track and field,0.0,0.8,0.4,0.8,0.4,0.0
joy division,interzone,0.0,0.8,0.8,0.2,1.0,0.0
goldfrapp,ride a white horse,0.0,1.0,0.8,0.0,0.2,1.0
elliott smith,baby britain,0.0,1.0,0.4,0.8,0.4,0.0
metallica,fuel,0.0,1.0,1.0,0.2,1.0,0.0
al green,let's stay together,0.0,1.0,0.4,0.4,0.8,0.0
the fray,all at once,0.0,1.0,0.6,0.4,0.8,0.2
radiohead,go to sleep,0.0,1.0,0.8,0.6,0.8,0.2
rjd2,ghostwriter,0.0,0.8,0.6,0.8,0.4,0.2
bright eyes,road to joy,0.2,0.8,0.8,0.8,0.4,0.0
daft punk,short circuit,0.0,1.0,0.6,0.0,0.0,1.0
damien rice,i remember,0.0,0.8,0.8,0.8,0.4,0.0
panic at the disco,london beckoned songs about money written by machines,0.0,1.0,0.8,0.2,0.8,0.4
u2,new year's day,0.0,0.8,0.8,0.4,0.8,0.2
massive attack,protection,0.0,1.0,0.4,0.2,0.6,0.8
the decemberists,summersong,0.0,1.0,0.4,0.8,0.4,0.0
dread zeppelin,when the levee breaks,0.0,0.8,0.6,0.2,0.8,0.2
mew,the zookeeper's boy,0.0,1.0,0.8,0.2,1.0,0.4
the go! team,panther dash,0.0,0.6,0.8,0.6,0.8,0.2
audioslave,shadow on the sun,0.0,1.0,0.8,0.0,1.0,0.0
the smiths,vicar in a tutu,0.0,0.8,0.6,0.2,1.0,0.0
pink floyd,astronomy domine,0.0,0.6,0.8,0.2,1.0,0.0
radiohead,where i end and you begin,0.0,1.0,0.6,0.2,0.8,0.4
placebo,running up that hill,0.0,1.0,0.8,0.0,0.6,0.8
art brut,formed a band,0.0,0.8,0.8,0.2,1.0,0.0
david bowie,oh! you pretty things,0.0,0.8,0.4,0.8,0.4,0.0
joanna newsom,sprout and the bean,0.0,0.8,0.2,1.0,0.0,0.0
evanescence,hello,0.0,1.0,0.4,0.8,0.2,0.2
whitesnake,here i go again,0.0,1.0,0.8,0.0,1.0,0.4
yeah yeah yeahs,cold light,0.0,0.8,0.8,0.2,1.0,0.0
aphex twin,avril 14th,0.0,0.8,0.2,1.0,0.0,0.0
oasis,acquiesce,0.0,0.8,1.0,0.0,1.0,0.0
nouvelle vague,too drunk to fuck,0.0,1.0,0.4,1.0,0.2,0.0
imogen heap,loose ends,0.0,1.0,0.6,0.2,0.2,1.0
sonic youth,teen age riot,0.0,0.8,0.8,0.2,1.0,0.0
amy winehouse,me & mr jones,0.0,1.0,0.4,0.6,0.6,0.0
queen,the show must go on,0.0,1.0,1.0,0.2,1.0,0.4
the killers,uncle jonny,0.0,1.0,0.8,0.2,1.0,0.2
massive attack,karmacoma,0.0,1.0,0.4,0.2,0.4,1.0
morrissey,everyday is like sunday,0.0,1.0,0.6,0.2,0.8,0.4
the beatles,tomorrow never knows,0.0,1.0,0.6,0.4,0.8,0.2
beirut,guyamas sonora,0.0,0.8,0.6,1.0,0.0,0.0
tool,ticks & leeches,0.0,1.0,1.0,0.2,1.0,0.0
muse,showbiz,0.0,0.8,0.8,0.0,1.0,0.0
the knife,listen now,0.0,1.0,0.8,0.0,0.2,1.0
fleet foxes,quiet houses,0.0,1.0,0.4,1.0,0.2,0.0
röyksopp,what else is there?,0.0,1.0,0.6,0.0,0.0,1.0
elliott smith,no name no. 5,0.0,0.6,0.2,0.8,0.2,0.0
goldfrapp,utopia,0.0,1.0,0.6,0.4,0.2,0.8
air,space maker,0.0,1.0,0.4,0.2,0.4,1.0
pixies,dead,0.0,0.8,0.8,0.2,1.0,0.0
u2,elevation,0.0,1.0,0.8,0.2,1.0,0.2
bob marley & the wailers,three little birds,0.0,1.0,0.4,0.2,0.8,0.0
radiohead,like spinning plates,0.0,1.0,0.4,0.0,0.2,1.0
bon iver,the wolves (act i and ii),0.0,0.6,0.8,0.8,0.2,0.0
outkast,hey ya!,0.0,1.0,0.8,0.6,0.2,0.6
crystal castles,crimewave (crystal castles vs. health),0.0,0.6,0.8,0.0,0.0,1.0
tori amos,a sorta fairytale,0.0,1.0,0.4,0.6,0.4,0.2
morrissey,suedehead,0.0,1.0,0.6,0.2,0.8,0.2
broken social scene,fire eye'd boy,0.0,0.8,0.8,0.2,1.0,0.2
we are scientists,inaction,0.0,0.8,0.8,0.2,1.0,0.0
weezer,my name is jonas,0.0,1.0,0.8,0.4,1.0,0.0
coldplay,x&y,0.0,1.0,0.8,0.2,0.8,0.4
air,new star in the sky,0.0,1.0,0.2,0.2,0.6,1.0
the go! team,the power is on,0.0,0.6,1.0,0.4,0.8,0.2
regina spektor,that time,0.0,0.8,0.4,0.8,0.2,0.0
boards of canada,into the rainbow vein,0.0,0.4,0.4,0.0,0.0,1.0
elbow,grounds for divorce,0.0,1.0,0.8,0.2,0.8,0.2
tool,disposition,0.0,1.0,0.4,0.2,0.8,0.2
electric light orchestra part ii,mr. blue sky,1.0,0.8,0.8,0.4,0.8,0.4
the knife,you take my breath away,0.0,1.0,0.6,0.0,0.2,1.0
natalia barbu,fight,0.0,0.8,0.8,0.4,0.8,0.2
in flames,the quiet place,0.0,1.0,0.8,0.0,1.0,0.4
yo la tengo,stockholm syndrome,0.0,1.0,0.4,0.2,0.8,0.0
beck,nausea,0.0,0.8,0.6,0.8,0.4,0.2
the stooges,search and destroy,0.0,0.4,1.0,0.2,1.0,0.0
nine inch nails,the wretched,0.0,1.0,0.8,0.0,0.8,1.0
weezer,the world has turned and left me here,0.0,1.0,0.8,0.0,1.0,0.0
cut copy,unforgettable season,0.0,1.0,0.6,0.0,0.4,1.0
beck,think i'm in love,0.0,1.0,0.6,0.2,0.6,0.8
beirut,the penalty,0.0,0.8,0.4,1.0,0.0,0.0
30 seconds to mars,a beautiful lie,0.0,1.0,0.8,0.2,1.0,0.2
muse,ruled by secrecy,0.0,1.0,0.4,0.8,0.2,0.2
the go! team,feelgood by numbers,0.0,0.6,0.6,0.8,0.2,0.2
thom yorke,skip divided,0.0,1.0,0.4,0.0,0.2,1.0
my bloody valentine,to here knows when,0.0,1.0,0.8,0.0,1.0,0.6
boards of canada,a moment of clarity,0.0,0.8,0.4,0.2,0.4,1.0
my bloody valentine,soon,0.0,1.0,0.8,0.0,1.0,0.2
wilco,radio cure,0.0,0.8,0.2,0.2,0.8,0.4
travis,writing to reach you,,,,,,
thom yorke,the clock,0.0,1.0,0.6,0.4,0.2,0.8
spoon,you got yr. cherry bomb,0.0,1.0,0.6,0.4,0.8,0.2
bob dylan,the times they are a-changin',0.0,0.6,0.4,1.0,0.0,0.0
the smiths,shoplifters of the world unite,0.0,0.8,0.6,0.0,1.0,0.0
hard-fi,cash machine,0.0,0.8,0.6,0.2,0.8,0.2
kaiser chiefs,you can have it all,0.0,0.8,0.2,0.2,0.8,0.0
neutral milk hotel,oh comely,0.0,0.4,0.6,1.0,0.0,0.0
portishead,over,0.0,1.0,0.6,0.2,0.6,0.8
the smiths,you've got everything now,0.0,0.8,0.6,0.2,1.0,0.0
antony and the johnsons,you are my sister,0.0,1.0,0.4,1.0,0.0,0.0
babyshambles,delivery,0.0,0.8,0.6,0.2,1.0,0.0
blur,the universal,0.0,1.0,0.6,0.8,0.4,0.2
queens of the stone age,medication,0.0,1.0,1.0,0.0,1.0,0.0
moby,in this world,0.0,1.0,0.4,0.2,0.2,1.0
red hot chili peppers,around the world,0.0,1.0,0.8,0.2,1.0,0.0
black rebel motorcycle club,restless sinner,0.0,0.8,0.6,0.8,0.4,0.0
jamiroquai,virtual insanity,0.0,1.0,0.6,0.4,0.8,0.4
porcupine tree,the sound of muzak,0.0,1.0,0.6,0.2,1.0,0.4
broken social scene,our faces split the coast in half,0.0,0.6,0.8,0.2,1.0,0.0
katatonia,my twin,0.0,1.0,0.8,0.0,1.0,0.2
justice,newjack,0.0,1.0,0.8,0.0,0.4,1.0
the doors,touch me,0.0,1.0,0.8,0.6,0.8,0.0
burial,archangel,0.0,0.6,0.6,0.0,0.2,1.0
snow patrol,set the fire to the third bar,0.0,1.0,0.2,0.8,0.2,0.0
the new pornographers,the bleeding heart show,0.0,1.0,0.8,0.4,0.8,0.2
björk,possibly maybe,0.0,1.0,0.4,0.2,0.4,1.0
m.i.a.,bucky done gun,0.0,0.8,0.8,0.2,0.2,0.8
lcd soundsystem,someone great,0.0,1.0,0.6,0.2,0.2,1.0
coldplay,we never change,0.0,1.0,0.2,0.8,0.2,0.0
cut copy,we fight for diamonds,0.0,0.8,0.6,0.0,0.4,1.0
green day,basket case,0.0,1.0,1.0,0.2,1.0,0.0
editors,fingers in the factories,0.0,0.8,0.8,0.2,1.0,0.0
mylo,drop the pressure,0.0,1.0,0.8,0.0,0.2,1.0
nine inch nails,all the love in the world,0.0,1.0,0.8,0.4,0.4,0.8
the raconteurs,hands,0.0,0.8,0.8,0.2,1.0,0.0
midlake,roscoe,0.0,0.8,0.4,0.4,0.8,0.2
sufjan stevens,the man of metropolis steals our hearts,0.0,1.0,0.8,0.4,0.8,0.0
the mars volta,inertiatic esp,0.0,1.0,1.0,0.2,1.0,0.2
spoon,the two sides of monsieur valentine,0.0,1.0,0.6,0.4,0.8,0.0
portishead,cowboys,0.0,1.0,0.8,0.2,0.8,0.6
of montreal,gronlandic edit,0.0,1.0,0.8,0.2,0.6,1.0
the killers,my list,0.0,1.0,0.4,0.2,0.4,0.8
led zeppelin,tangerine,0.0,0.8,0.4,0.8,0.4,0.0
evanescence,tourniquet,0.0,1.0,0.8,0.2,1.0,0.2
nick drake,things behind the sun,0.0,1.0,0.2,1.0,0.0,0.0
spoon,don't you evah,0.0,1.0,0.6,0.4,0.8,0.2
black rebel motorcycle club,lien on your dreams,0.0,0.6,0.8,0.2,1.0,0.0
simon & garfunkel,the only living boy in new york,0.0,1.0,0.4,0.8,0.2,0.0
the national,secret meeting,0.0,0.8,0.6,0.2,0.8,0.2
modest mouse,this devil's workday,0.0,0.8,0.8,0.8,0.4,0.0
justice,valentine,0.0,1.0,0.6,0.0,0.4,1.0
tenacious d,tribute,0.0,1.0,0.8,0.6,0.8,0.0
iron & wine,sunset soon forgotten,0.0,0.8,0.2,0.8,0.2,0.0
travis,love will come through,0.0,1.0,0.4,0.8,0.4,0.2
bright eyes,four winds,0.0,1.0,0.6,0.8,0.6,0.0
placebo,taste in men,0.0,1.0,0.8,0.0,0.8,0.8
the rakes,22 grand job,0.0,0.8,0.8,0.2,1.0,0.0
placebo,bruise pristine,0.0,0.8,0.8,0.2,1.0,0.0
remy zero,fair,0.0,0.8,0.6,0.4,0.8,0.2
the smiths,these things take time,0.0,0.6,0.6,0.2,0.8,0.0
weezer,only in dreams,0.0,1.0,0.6,0.2,1.0,0.0
soilwork,stabbing the drama,0.0,1.0,1.0,0.2,1.0,0.4
interpol,who do you think,0.0,1.0,0.6,0.0,1.0,0.2
modest mouse,parting of the sensory,0.0,0.8,0.8,0.8,0.4,0.0
nouvelle vague,love will tear us apart,0.0,1.0,0.2,1.0,0.2,0.0
the beatles,good day sunshine,0.0,0.8,0.4,0.8,0.4,0.0
modest mouse,education,0.0,0.8,0.6,0.2,0.8,0.4
wilco,impossible germany,0.0,1.0,0.6,0.2,1.0,0.0
marilyn manson,this is the new shit,0.0,1.0,0.8,0.0,1.0,0.8
justice,waters of nazareth,0.0,0.8,1.0,0.0,0.2,1.0
silversun pickups,checkered floor,0.0,0.8,0.8,0.2,1.0,0.2
justin timberlake,my love (feat. t.i.),0.0,1.0,0.8,0.0,0.2,1.0
franz ferdinand,i'm your villain,0.0,0.8,0.8,0.0,1.0,0.0
inxs,never tear us apart,0.0,1.0,0.6,0.4,0.6,0.4
tori amos,cornflake girl,0.0,1.0,0.6,0.6,0.6,0.2
radiohead,talk show host,0.0,1.0,0.4,0.0,0.8,0.6
moby,we are all made of stars,0.0,1.0,0.4,0.2,0.4,1.0
crystal castles,vanished,0.0,0.8,0.6,0.0,0.2,1.0
queens of the stone age,everybody knows that you are insane,0.0,1.0,0.8,0.2,1.0,0.0
the white stripes,conquest,0.0,0.8,0.8,0.4,0.8,0.0
the strokes,what ever happened?,0.0,0.8,0.8,0.2,1.0,0.0
wilco,ashes of american flags,0.0,0.8,0.4,0.4,0.6,0.4
the smiths,stop me if you think you've heard this one before,0.0,1.0,0.6,0.2,1.0,0.2
coldplay,yes,0.0,1.0,0.8,0.4,0.8,0.2
duffy,stepping stone,0.0,1.0,0.6,0.8,0.4,0.0
the doors,roadhouse blues,0.0,0.8,0.8,0.4,1.0,0.0
blondie,hanging on the telephone,0.0,1.0,0.8,0.2,1.0,0.0
oasis,hello,0.0,1.0,0.8,0.2,1.0,0.0
art brut,emily kane,0.0,0.6,0.8,0.0,1.0,0.0
the smiths,how soon is now,0.0,1.0,0.6,0.0,1.0,0.2
beirut,elephant gun,0.0,0.8,0.6,1.0,0.2,0.0
amy macdonald,this is the life,0.0,1.0,0.6,0.8,0.4,0.0
maroon,won't go home without you,0.0,1.0,0.6,0.2,0.8,0.4
death cab for cutie,cath...,0.0,1.0,0.6,0.2,1.0,0.0
modest mouse,3rd planet,0.0,0.8,0.4,0.8,0.4,0.0
kings of leon,my party,0.0,1.0,0.8,0.0,1.0,0.0
the velvet underground,all tomorrow's parties,0.0,0.6,0.8,0.8,0.4,0.0
tv on the radio,i was a lover,0.0,1.0,0.6,0.2,0.6,0.8
clap your hands say yeah,details of the war,0.0,0.6,0.4,0.4,0.8,0.2
massive attack,safe from harm,0.0,1.0,0.6,0.2,0.6,0.8
pj harvey,the devil,0.0,0.8,0.4,1.0,0.2,0.0
the kooks,i want you,0.0,0.8,0.6,0.4,0.8,0.0
neutral milk hotel,ghost,0.0,0.4,0.8,0.4,0.8,0.0
joy division,atrocity exhibition,0.0,0.8,0.8,0.4,1.0,0.0
joy division,warsaw,0.0,0.4,0.8,0.2,1.0,0.0
david bowie,let's dance,0.0,1.0,0.8,0.4,0.8,0.6
metric,calculation theme,0.0,1.0,0.4,0.2,0.8,0.6
air,napalm love,0.0,1.0,0.4,0.2,0.6,1.0
bon iver,blindsided,0.0,0.6,0.4,0.8,0.2,0.0
gang of four,damaged goods,0.0,0.6,0.8,0.2,1.0,0.0
nine inch nails,sunspots,0.0,1.0,0.8,0.2,0.6,0.8
the mars volta,roulette dares (the haunt of),0.0,1.0,1.0,0.2,1.0,0.4
broken social scene,ibi dreams of pavement (a better day),0.0,0.8,1.0,0.2,1.0,0.0
the libertines,music when the lights go out,0.0,0.6,0.4,0.8,0.4,0.0
metric,love is a place,0.0,0.8,0.4,0.0,0.4,0.8
keane,we might as well be strangers,0.0,1.0,0.4,0.6,0.2,0.4
fischerspooner,never win,0.0,1.0,0.8,0.0,0.4,1.0
boards of canada,satellite anthem icarus,0.0,1.0,0.4,0.4,0.2,1.0
daft punk,human after all,0.0,0.8,0.8,0.0,0.4,1.0
wolf parade,we built another world,0.0,0.8,0.8,0.2,0.8,0.4
nick drake,place to be,0.0,0.8,0.2,1.0,0.0,0.0
the beatles,girl,0.0,0.8,0.4,0.8,0.4,0.0
nine inch nails,my violent heart,0.0,1.0,0.8,0.0,0.4,1.0
the clash,clampdown,0.0,0.8,0.8,0.2,1.0,0.0
within temptation,ice queen,0.0,1.0,0.8,0.2,0.8,0.6
my bloody valentine,blown a wish,0.0,1.0,0.6,0.0,1.0,0.4
razorlight,in the morning,0.0,0.8,0.8,0.2,0.8,0.0
m83,don't save us from the flames,0.0,1.0,0.8,0.2,0.8,0.8
emily haines & the soft skeleton,doctor blind,0.0,0.8,0.2,0.8,0.4,0.2
clap your hands say yeah,heavy metal,0.0,0.6,0.6,0.2,0.8,0.4
duffy,rockferry,0.0,1.0,0.6,0.8,0.4,0.0
clap your hands say yeah,clap your hands!,0.2,0.4,0.6,0.8,0.2,0.0
gorillaz,el manana,0.0,1.0,0.4,0.6,0.4,0.6
beirut,un dernier verre (pour la route),0.0,0.8,0.4,1.0,0.2,0.0
yeah yeah yeahs,zero,0.0,1.0,0.8,0.0,0.6,0.8
belle and sebastian,judy and the dream of horses,0.0,0.8,0.4,0.8,0.4,0.0
bon iver,for emma,0.0,0.6,0.6,1.0,0.2,0.0
silversun pickups,rusted wheel,0.0,0.8,0.8,0.0,1.0,0.2
pulp,babies,0.0,0.8,0.6,0.2,0.8,0.4
the kills,cheap and cheerful,0.0,0.8,0.8,0.0,0.8,0.6
björk,earth intruders,0.0,1.0,0.8,0.4,0.2,1.0
my bloody valentine,i only said,0.0,1.0,0.8,0.0,1.0,0.2
the pipettes,pull shapes,0.0,1.0,0.6,0.4,0.8,0.2
morrissey,first of the gang to die,0.0,1.0,0.8,0.2,1.0,0.2
scissor sisters,i don't feel like dancin',0.0,1.0,0.8,0.4,0.6,0.8
lcd soundsystem,north american scum,0.0,1.0,0.8,0.2,0.6,0.8
madonna,future lovers,0.0,1.0,0.8,0.0,0.2,1.0
the velvet underground,pale blue eyes,0.0,0.8,0.2,0.4,0.8,0.0
pendulum,propane nightmares,0.0,1.0,1.0,0.2,0.6,1.0
röyksopp,follow my ruin,0.0,1.0,0.8,0.0,0.4,1.0
the go! team,junior kickstart,0.0,0.6,0.8,0.2,0.8,0.2
taking back sunday,makedamnsure,0.0,1.0,1.0,0.0,1.0,0.0
radiohead,dollars and cents,0.0,1.0,0.6,0.6,0.8,0.2
the chemical brothers,hey boy hey girl,0.0,1.0,1.0,0.0,0.2,1.0
rilo kiley,silver lining,0.0,1.0,0.6,0.4,0.8,0.2
nine inch nails,just like you imagined,0.0,1.0,0.8,0.4,0.6,0.8
bloc party,on,0.0,1.0,0.8,0.2,1.0,0.2
interpol,the scale,0.0,1.0,0.8,0.2,1.0,0.2
sublime,santeria,0.0,1.0,0.6,0.2,0.8,0.0
bloc party,sunday,0.0,1.0,0.6,0.2,1.0,0.2
bloc party,plans,0.0,1.0,0.6,0.2,1.0,0.2
alanis morissette,head over feet,0.0,1.0,0.4,0.8,0.4,0.0
my bloody valentine,loomer,0.0,1.0,0.6,0.2,1.0,0.2
the strokes,razorblade,0.0,0.8,0.6,0.0,1.0,0.0
portishead,deep water,0.0,0.4,0.2,1.0,0.0,0.0
the fratellis,creepin up the backstairs,0.0,0.8,0.8,0.2,1.0,0.0
simian mobile disco,hustler,0.0,1.0,0.8,0.0,0.0,1.0
cut copy,far away,0.0,1.0,0.8,0.0,0.6,1.0
bon iver,re: stacks,0.0,0.6,0.2,1.0,0.0,0.0
red hot chili peppers,hump de bump,0.0,1.0,0.8,0.4,1.0,0.0
metric,glass ceiling,0.0,0.8,0.8,0.2,0.8,0.2
abba,dancing queen,0.0,1.0,0.6,0.6,0.8,0.4
ratatat,falcon jab,0.0,1.0,0.8,0.0,0.8,0.8
in flames,cloud connected,0.0,1.0,1.0,0.0,1.0,0.4
frou frou,must be dreaming,0.0,1.0,0.6,0.2,0.4,1.0
belle and sebastian,seeing other people,0.0,0.6,0.4,0.6,0.6,0.0
kings of leon,pistol of fire,0.0,0.8,0.8,0.0,1.0,0.0
him,the funeral of hearts,0.0,1.0,0.8,0.2,1.0,0.4
gorillaz,tomorrow comes today,0.0,1.0,0.4,0.4,0.6,0.8
dredg,bug eyes,0.0,1.0,0.8,0.2,1.0,0.4
a perfect circle,sleeping beauty,0.0,1.0,0.6,0.0,1.0,0.2
franz ferdinand,what you meant,0.0,0.8,0.8,0.2,1.0,0.0
death from above 1979,turn it out,0.0,0.6,1.0,0.2,1.0,0.0
red hot chili peppers,charlie,0.0,1.0,0.8,0.2,1.0,0.0
porcupine tree,lazarus,0.0,1.0,0.4,0.6,0.6,0.4
neko case,that teenage feeling,0.0,1.0,0.4,0.8,0.4,0.0
fool's garden,lemon tree,0.0,1.0,0.4,0.8,0.4,0.2
the undertones,teenage kicks,0.0,0.6,0.8,0.0,1.0,0.0
