track_index,artist_name,track_name,play_count
3294,The Animals,House Of The Rising Sun,124
3295,Soilwork,Rejection Role,124
3296,Air,Photograph,124
3297,Porcupine Tree,Open Car,124
3298,Amorphis,Alone,124
3299,Goldfrapp,Black Cherry,124
3300,4 Non Blondes,What'S Up,124
3301,The Strokes,Vision Of Division,124
3302,Antony And The Johnsons,Cripple And The Starfish,124
3303,Queens Of The Stone Age,I'M Designer,124
3304,Pj Harvey,Dear Darkness,124
3305,Prince,Kiss,124
3306,Nine Inch Nails,The Four Of Us Are Dying,124
3307,The Libertines,The Man Who Would Be King,124
3308,Joanna Newsom,Sadie,124
3309,Placebo,Protect Me From What I Want,124
3310,Cut Copy,Saturdays,124
3311,Blur,Country House,124
3312,The Strokes,Between Love & Hate,124
3313,Pj Harvey,Good Fortune,124
3314,Blonde Redhead,Dr. Strangeluv,124
3315,Deftones,My Own Summer (Shove It),124
3316,The Stone Roses,Elephant Stone,124
3317,Depeche Mode,Nothing'S Impossible,124
3318,The Killers,Indie Rock & Roll,124
3319,!!!,All My Heroes Are Weirdos,124
3320,U2,Mysterious Ways,123
3321,Electric Six,Gay Bar,123
3322,!!!,Must Be The Moon,123
3323,Tears For Fears,Head Over Heels,123
3324,The Beatles,Martha My Dear,123
3325,We Are Scientists,Textbook,123
3326,The Smiths,I Want The One I Can'T Have,123
3327,Dj Shadow,Midnight In A Perfect World,123
3328,Oasis,Turn Up The Sun,123
3329,Guns N' Roses,Mr. Brownstone,123
3330,System Of A Down,Sugar,123
3331,Razorlight,Before I Fall To Pieces,123
3332,The Beatles,Sun King,123
3333,The Chemical Brothers,Block Rockin' Beats,123
3334,Sex Pistols,Pretty Vacant,123
3335,Girl Talk,That'S My D.J.,123
3336,Him,Killing Loneliness,123
3337,Goldfrapp,Lovely Head,123
3338,The Killers,Why Do I Keep Counting?,123
3339,Björk,Violently Happy,123
3340,Snow Patrol,Set The Fire To The Third Bar (Feat. Martha Wainwright),123
3341,Peter Bjorn And John,Objects Of My Affection,123
3342,The Rolling Stones,Street Fighting Man,123
3343,Tenacious D,Explosivo,123
3344,Bright Eyes,Old Soul Song (For The New World Order),123
3345,Creedence Clearwater Revisited,Proud Mary,123
3346,Kylie Minogue,In Your Eyes,123
3347,Andrew Bird,Heretics,123
3348,Architecture In Helsinki,One Heavy February,123
3349,The Dresden Dolls,Backstabber,123
3350,The Bravery,Unconditional,123
3351,Unkle,Rabbit In Your Headlights,123
3352,The Cure,The Walk,123
3353,The Smiths,Asleep,123
3354,Crystal Castles,Love And Caring,123
3355,Franz Ferdinand,Fade Together,123
3356,Foo Fighters,No Way Back,123
3357,Buzzcocks,Orgasm Addict,123
3358,Animal Collective,Daily Routine,122
3359,Justin Timberlake,Summer Love/Set The Mood (Prelude),122
3360,Broken Social Scene,Guilty Cubicles,122
3361,Animal Collective,Bluish,122
3362,Weezer,El Scorcho,122
3363,The Killers,Neon Tiger,122
3364,Kelis,Trick Me,122
3365,Opeth,Windowpane,122
3366,Mylo,Sunworshipper,122
3367,Red Hot Chili Peppers,She'S Only 18,122
3368,Animal Collective,Lion In A Coma,122
3369,Jamiroquai,Canned Heat,122
3370,Dread Zeppelin,Your Time Is Gonna Come,122
3371,Kings Of Leon,California Waiting,122
3372,Pulp,Something Changed,122
3373,Amy Winehouse,Addicted,122
3374,Wolfmother,White Unicorn,122
3375,Giant Drag,This Isn'T It,122
3376,Boards Of Canada,Sixtyten,122
3377,The Pussycat Dolls,Buttons,122
3378,Christina Aguilera,Keeps Gettin' Better,122
3379,Paolo Nutini,New Shoes,122
3380,We Are Scientists,Cash Cow,122
3381,Afi,Death Of Seasons,122
3382,Kill Hannah,Lips Like Morphine,122
3383,Patrick Wolf,This Weather,122
3384,U2,Sweetest Thing,122
3385,Gustavo Cerati,La Excepción,122
3386,Pantera,Cemetery Gates,122
3387,The Smiths,The Headmaster Ritual,122
3388,Zero 7,Throw It All Away,122
3389,Peaches,Fuck The Pain Away,122
3390,Zero 7,Out Of Town,122
3391,The Smiths,A Rush And A Push And The Land Is Ours,122
3392,The Rakes,Strasbourg,122
3393,Underworld,Born Slippy,122
3394,Hot Hot Heat,Middle Of Nowhere,122
3395,Beck,Orphans,122
3396,Nouvelle Vague,Dancing With Myself,122
3397,Gorillaz,Fire Coming Out Of The Monkey'S Head,122
3398,Jimmy Eat World,Pain,122
3399,Burial,In Mcdonalds,122
3400,Joy Division,Decades,122
3401,The Futureheads,Le Garage,122
3402,Ladytron,Evil,122
3403,The Smashing Pumpkins,Muzzle,122
3404,Datarock,Fa-Fa-Fa,122
3405,Soilwork,Overload,122
3406,Ladytron,Weekend,122
3407,Metallica,The End Of The Line,121
3408,The Mars Volta,Eriatarka,121
3409,Tom Waits,Clap Hands,121
3410,Hot Chip,Shake A Fist,121
3411,Marilyn Manson,Disposable Teens,121
3412,The White Stripes,The Air Near My Fingers,121
3413,The Decemberists,O Valencia!,121
3414,Regina Spektor,Ode To Divorce,121
3415,Blur,Charmless Man,121
3416,Kings Of Leon,Day Old Blues,121
3417,Eels,Novocaine For The Soul,121
3418,The Prodigy,Voodoo People,121
3419,Death In Vegas,Hands Around My Throat,121
3420,She Wants Revenge,Tear You Apart,121
3421,My Chemical Romance,House Of Wolves,121
3422,The Beatles,Think For Yourself,121
3423,My Chemical Romance,Mama,121
3424,Nightwish,Nemo,121
3425,Panic At The Disco,Introduction,121
3426,Gnarls Barkley,The Boogie Monster,121
3427,Depeche Mode,In Your Room,121
3428,Nick Drake,Fly,121
3429,Ratatat,Gettysburg,121
3430,Pendulum,Granite,121
3431,The National,Abel,121
3432,Ben Folds Five,Brick,121
3433,Metallica,Hero Of The Day,121
3434,Devo,Whip It,121
3435,Nirvana,Where Did You Sleep Last Night?,121
3436,Placebo,Days Before You Came,121
3437,Deftones,Passenger,121
3438,Manu Chao,Clandestino,121
3439,New Order,True Faith,121
3440,Hot Hot Heat,Bandages,121
3441,Boards Of Canada,Bocuma,121
3442,Kylie Minogue,Can'T Get You Out Of My Head,121
3443,Ladytron,The Last One Standing,121
3444,Rihanna,Breakin' Dishes,121
3445,The Rolling Stones,Start Me Up,121
3446,Guns N' Roses,Since I Don'T Have You,121
3447,The Knife,Still Light,121
3448,Alice Cooper,School'S Out,120
3449,The Flaming Lips,Ego Tripping At The Gates Of Hell,120
3450,Marilyn Manson,Mobscene,120
3451,Wilco,Handshake Drugs,120
3452,Neutral Milk Hotel,Song Against Sex,120
3453,Depeche Mode,Condemnation,120
3454,Red Hot Chili Peppers,Easily,120
3455,Iron & Wine,Teeth In The Grass,120
3456,Iron & Wine,Innocent Bones,120
3457,Depeche Mode,Barrel Of A Gun,120
3458,Damien Rice,Coconut Skins,120
3459,Weezer,The Good Life,120
3460,Mstrkrft,Work On You,120
3461,The Stooges,Gimme Danger,120
3462,Radiohead,Morning Bell/Amnesiac,120
3463,Stars,Take Me To The Riot,120
3464,Stars,Sleep Tonight,120
3465,Stars,Reunion,120
3466,Depeche Mode,Useless,120
3467,Britney Spears,Overprotected,120
3468,Whitesnake,Love Ain'T No Stranger,120
3469,Nine Inch Nails,Reptile,120
3470,Tom Vek,Nothing But Green Lights,120
3471,Tegan And Sara,Relief Next To Me,120
3472,Tegan And Sara,So Jealous,120
3473,The Smiths,Is It Really So Strange?,120
3474,Kings Of Convenience,Love Is No Big Truth,120
3475,Nine Inch Nails,The Collector,120
3476,Beck,Black Tambourine,120
3477,Cut Copy,Voices In Quartz,120
3478,Tv On The Radio,A Method,120
3479,Fiona Apple,Extraordinary Machine,120
3480,Paramore,That'S What You Get,120
3481,Iamx,The Alternative,120
3482,Soundgarden,Burden In My Hand,120
3483,Nirvana,Stay Away,120
3484,Nirvana,You Know You'Re Right,120
3485,The La'S,There She Goes,120
3486,Tool,Pushit,120
3487,Jimmy Eat World,23,120
3488,Mogwai,7.25,120
3489,Beck,Youthless,120
3490,The National,Karen,120
3491,Ozzy Osbourne,Crazy Train,120
3492,Rammstein,Ohne Dich,120
3493,Emily Haines & The Soft Skeleton,Reading In Bed,120
3494,The Ting Tings,We Walk,120
3495,Tori Amos,Professional Widow,120
3496,The Beach Boys,Sloop John B,120
3497,A Perfect Circle,Thomas,120
3498,Lamb,Gorecki,120
3499,Belle And Sebastian,Dress Up In You,120
3500,Jamiroquai,Feels Just Like It Should,120
3501,Oasis,The Masterplan,120
3502,The Stone Roses,Bye Bye Badman,120
3503,Kim Wilde,Kids In America,120
3504,Dead Kennedys,Holiday In Cambodia,120
3505,Guns N' Roses,Yesterdays,120
3506,Bat For Lashes,The Wizard,120
3507,In Flames,My Sweet Shadow,119
3508,Dido,Hunter,119
3509,Bat For Lashes,Sad Eyes,119
3510,Lynyrd Skynyrd,Free Bird,119
3511,The Clash,Janie Jones,119
3512,The Decemberists,The Perfect Crime #2,119
3513,Queen,I Want It All,119
3514,Hot Chip,Careful,119
3515,Paolo Nutini,Jenny Don'T Be Hasty,119
3516,Architecture In Helsinki,Neverevereverdid,119
3517,Silversun Pickups,Waste It On,119
3518,The Teenagers,Homecoming,119
3519,Modest Mouse,Interlude (Milo),119
3520,Placebo,Brick Shithouse,119
3521,Sigur Rós,Fljótavík,119
3522,Zz Top,Gimme All Your Lovin',119
3523,Sigur Rós,Von,119
3524,Athlete,Half Light,119
3525,Garbage,Special,119
3526,Joy Division,Novelty,119
3527,Mogwai,I Chose Horses,119
3528,Rihanna,Sos,119
3529,The Police,Can'T Stand Losing You,119
3530,Metro Station,Shake It,119
3531,Zero 7,This World,119
3532,Britney Spears,Mmm Papi,119
3533,Pixies,Planet Of Sound,119
3534,Nirvana,Lake Of Fire,119
3535,Datarock,Computer Camp Love,119
3536,Tv On The Radio,Hours,119
3537,Taking Back Sunday,Liar (It Takes One To Know One),119
3538,Suede,Animal Nitrate,119
3539,Tori Amos,Spark,119
3540,Oasis,Bring It On Down,119
3541,Yeah Yeah Yeahs,Modern Romance,119
3542,Norah Jones,Sunrise,119
3543,The Prodigy,Girls,119
3544,Deerhunter,Agoraphobia,119
3545,Tom Waits,Time,119
3546,Kaiser Chiefs,Love'S Not A Competition (But I'M Winning),119
3547,My Morning Jacket,Wordless Chorus,119
3548,Pendulum,Mutiny,119
3549,Animal Collective,Banshee Beat,119
3550,Sentenced,May Today Become The Day,119
3551,Third Eye Blind,Jumper,119
3552,Snow Patrol,Crack The Shutters,119
3553,Ok Go,Get Over It,119
3554,Metallica,The Four Horsemen,119
3555,Fergie,Fergalicious (Feat. Will.I.Am),119
3556,Phoenix,Everything Is Everything,119
3557,The Black Eyed Peas,Don'T Phunk With My Heart,119
3558,The Doors,The End,119
3559,Oasis,Stop Crying Your Heart Out,119
3560,The Notorious B.I.G.,Things Done Changed,119
3561,Snow Patrol,Grazed Knees,119
3562,Pulp,Pencil Skirt,119
3563,Jason Mraz,You And I Both,119
3564,Frank Sinatra,Strangers In The Night,119
3565,Red Hot Chili Peppers,Especially In Michigan,118
3566,Radiohead,Stop Whispering,118
3567,Shakira,La Pared,118
3568,Red Hot Chili Peppers,Breaking The Girl,118
3569,Bright Eyes,Train Under Water,118
3570,Voxtrot,The Start Of Something,118
3571,U2,Desire,118
3572,Papa Roach,Getting Away With Murder,118
3573,The Beatles,Carry That Weight,118
3574,Placebo,One Of A Kind,118
3575,Pearl Jam,Daughter,118
3576,Jack Johnson,Taylor,118
3577,Travis,Why Does It Always Rain On Me?,118
3578,Modest Mouse,Spitting Venom,118
3579,Deerhunter,Never Stops,118
3580,Fugees,Killing Me Softly,118
3581,The Smiths,London,118
3582,R.E.M.,Bad Day,118
3583,Boards Of Canada,Julie And Candy,118
3584,Sublime,What I Got,118
3585,Oasis,Fuckin' In The Bushes,118
3586,Belle And Sebastian,To Be Myself Completely,118
3587,Portishead,Mourning Air,118
3588,Belle And Sebastian,Mayfly,118
3589,Queens Of The Stone Age,Do It Again,118
3590,Pulp,Underwear,118
3591,Ladytron,Cmyk,118
3592,Maxïmo Park,Books From Boxes,118
3593,Garbage,Milk,118
3594,Elliott Smith,Pretty (Ugly Before),118
3595,The Mars Volta,Drunkship Of Lanterns,118
3596,Feist,Honey Honey,118
3597,The Beatles,Golden Slumbers,118
3598,Of Montreal,Requiem For O.M.M.2,118
3599,Of Montreal,Rapture Rapes The Muses,118
3600,Death Cab For Cutie,Your New Twin Sized Bed,118
3601,Scorpions,Rock You Like A Hurricane,118
3602,Travis,Big Chair,118
3603,Of Montreal,Cato As A Pun,118
3604,Mika,Any Other World,118
3605,Franz Ferdinand,You Could Have It So Much Better,118
3606,The Beatles,Magical Mystery Tour,118
3607,Natasha Bedingfield,Unwritten,118
3608,The Hives,Two-Timing Touch And Broken Bones,118
3609,Tv On The Radio,Dancing Choose,118
3610,Mando Diao,Killer Kaczynski,118
3611,Him,Right Here In My Arms,118
3612,Crystal Castles,Knights,118
3613,Keane,Sunshine,118
3614,A.C. Newman,On The Table,118
3615,The Cinematic Orchestra,To Build A Home,118
3616,Buena Vista Social Club,Chan Chan,118
3617,Bloc Party,Little Thoughts,118
3618,Girl Talk,Still Here,117
3619,Suede,Beautiful Ones,117
3620,My Chemical Romance,Cancer,117
3621,The Kills,Black Balloon,117
3622,Oasis,Don'T Go Away,117
3623,Oasis,Songbird,117
3624,Weezer,Beverly Hills,117
3625,Linkin Park,Points Of Authority,117
3626,Bon Jovi,Livin' On A Prayer,117
3627,Foo Fighters,Let It Die,117
3628,Death Cab For Cutie,405,117
3629,Leonard Cohen,Famous Blue Raincoat,117
3630,Bat For Lashes,Daniel,117
3631,Elbow,One Day Like This,117
3632,Siouxsie And The Banshees,Spellbound,117
3633,Cansei De Ser Sexy,Css Suxxx,117
3634,Ray Charles,Hit The Road Jack,117
3635,Nine Inch Nails,Down In It,117
3636,Ladytron,Black Cat,117
3637,Empire Of The Sun,Walking On A Dream,117
3638,The Kills,Hook And Line,117
3639,Black Rebel Motorcycle Club,Heart + Soul,117
3640,A Perfect Circle,Thinking Of You,117
3641,Garbage,Cherry Lips (Go Baby Go!),117
3642,Girl Talk,Minute By Minute,117
3643,The White Stripes,Little Ghost,117
3644,Regina Spektor,The Flowers,117
3645,Eric Clapton,Layla,117
3646,The Beatles,You'Ve Got To Hide Your Love Away,117
3647,Mando Diao,God Knows,117
3648,Modest Mouse,Alone Down There,117
3649,Madonna,Frozen,117
3650,The Beta Band,Dry The Rain,117
3651,Fujiya & Miyagi,Ankle Injuries,117
3652,The National,Looking For Astronauts,117
3653,Katatonia,Deliberation,117
3654,Ellen Allien & Apparat,Way Out,117
3655,Cocorosie,Not For Sale,117
3656,Death Cab For Cutie,Talking Bird,117
3657,System Of A Down,Forest,117
3658,Metallica,The Memory Remains,117
3659,Stars,What I'M Trying To Say,117
3660,Scissor Sisters,Mary,117
3661,Pj Harvey,Grow Grow Grow,117
3662,Goldfrapp,Let It Take You,117
3663,Boards Of Canada,Gyroscope,117
3664,Foals,Like Swimming,117
3665,Misfits,Hybrid Moments,117
3666,Rush,Red Barchetta,117
3667,Justice,The Party,117
3668,Pavement,Range Life,117
3669,Air,New Star In The Sky (Chanson Pour Solal),117
3670,Gang Of Four,At Home He'S A Tourist,117
3671,The Duke Spirit,The Step And The Walk,116
3672,Sia,Sunday,116
3673,Pj Harvey,When Under Ether,116
3674,Placebo,Bigmouth Strikes Again,116
3675,Placebo,My Sweet Prince,116
3676,Yann Tiersen,La Valse D'Amélie,116
3677,The Kills,Love Is A Deserter,116
3678,Vampire Weekend,I Stand Corrected,116
3679,José González,Remain,116
3680,The New Pornographers,The Laws Have Changed,116
3681,Children Of Bodom,If You Want Peace... Prepare For War,116
3682,30 Seconds To Mars,The Story,116
3683,Weezer,Holiday,116
3684,Anathema,Empty,116
3685,Elliott Smith,Miss Misery,116
3686,Alice In Chains,Would?,116
3687,Elastica,Connection,116
3688,The White Stripes,Rag And Bone,116
3689,Morrissey,I Will See You In Far Off Places,116
3690,Rob Zombie,Dragula,116
3691,The Unicorns,Jellybones,116
3692,U2,The Fly,116
3693,Madonna,Like A Prayer,116
3694,Art Brut,Modern Art,116
3695,The Bravery,No Brakes,116
3696,Pj Harvey,Sheela-Na-Gig,116
3697,A Perfect Circle,Gravity,116
3698,The Gathering,Red Is A Slow Colour,116
3699,Air,Lost Message,116
3700,Muse,Sober,116
3701,Pearl Jam,Yellow Ledbetter,116
3702,José González,Save Your Day,116
3703,Hot Chip,Out At The Pictures,116
3704,The Beatles,I'M Looking Through You,116
3705,The Knife,She'S Having A Baby,116
3706,The White Stripes,Ball And Biscuit,116
3707,Queens Of The Stone Age,Regular John,116
3708,Fiona Apple,Slow Like Honey,116
3709,Paramore,Let The Flames Begin,116
3710,Elton John,Your Song,116
3711,30 Seconds To Mars,Edge Of The Earth,116
3712,Suzanne Vega,Caramel,116
3713,Pixies,U-Mass,116
3714,Pixies,Cecilia Ann,116
3715,Foo Fighters,All My Life,116
3716,Cut Copy,Zap Zap,116
3717,Opeth,Death Whispered A Lullaby,116
3718,Refused,New Noise,116
3719,Panic At The Disco,Intermission,116
3720,Nick Drake,Hazey Jane Ii,116
3721,Pink Floyd,Sheep,116
3722,Nine Inch Nails,Demon Seed,116
3723,Stone Temple Pilots,Plush,116
3724,Radiohead,We Suck Young Blood,116
3725,The Dresden Dolls,The Perfect Fit,116
3726,The Dresden Dolls,The Jeep Song,116
3727,The Libertines,Don'T Be Shy,116
3728,Lou Reed,Vicious,116
3729,The Church,Under The Milky Way,116
3730,Tom Waits,Jockey Full Of Bourbon,116
3731,Sneaker Pimps,Becoming X,116
3732,Nelly Furtado,Do It,116
3733,Buffalo Springfield,For What It'S Worth,116
3734,Black Rebel Motorcycle Club,Pretend,115
3735,Chemistry,Almost In Love,115
3736,Patrick Wolf,Paris,115
3737,Sufjan Stevens,The Predatory Wasp Of The Palisades Is Out To Get Us!,115
3738,The Strokes,Ask Me Anything,115
3739,Audioslave,Hypnotize,115
3740,Yann Tiersen,Sur Le Fil,115
3741,Porcupine Tree,Heartattack In A Layby,115
3742,Nine Inch Nails,Meet Your Master,115
3743,Clint Mansell,The Last Man,115
3744,Led Zeppelin Jam,I Can'T Quit You Baby,115
3745,David Bowie,Young Americans,115
3746,Black Rebel Motorcycle Club,The Line,115
3747,Regina Spektor,Braille,115
3748,Damien Rice,The Animals Were Gone,115
3749,Elliott Smith,Memory Lane,115
3750,Jimmy Eat World,Kill,115
3751,Incubus,I Miss You,115
3752,The Flaming Lips,Are You A Hypnotist??,115
3753,Placebo,Twenty Years,115
3754,Mindless Self Indulgence,Straight To Video,115
3755,Judas Priest,Breaking The Law,115
3756,Jimmy Eat World,Bleed American,115
3757,Anton Maiden,Aces High,115
3758,Sigur Rós,Viðrar Vel Til Loftárása,115
3759,Joy Division,These Days,115
3760,Queens Of The Stone Age,I Never Came,115
3761,Garbage,Why Do You Love Me,115
3762,Moloko,Sing It Back,115
3763,Guns N' Roses,Estranged,115
3764,Slowdive,Alison,115
3765,Kaiser Chiefs,Heat Dies Down,115
3766,Bob Dylan,I Want You,115
3767,The Fray,Vienna,115
3768,Simian Mobile Disco,It'S The Beat,115
3769,The Wombats,Let'S Dance To Joy Division,115
3770,Rage Against The Machine,People Of The Sun,115
3771,Sonic Youth,100%,115
3772,Daft Punk,Make Love,115
3773,Slayer,Jesus Saves,115
3774,The Mars Volta,Cicatriz Esp,115
3775,Pink Floyd,Another Brick In The Wall (Part Ii),115
3776,Fischerspooner,The 15Th,115
3777,Bob Dylan,Positively 4Th Street,115
3778,The Bravery,Tyrant,115
3779,R.E.M.,Orange Crush,115
3780,Guano Apes,Open Your Eyes,115
3781,Yann Tiersen,Le Moulin,115
3782,Depeche Mode,I Want It All,115
3783,Jack'S Mannequin,Holiday From Real,115
3784,Katatonia,In The White,115
3785,Yeah Yeah Yeahs,Down Boy,115
3786,The Black Eyed Peas,Don'T Lie,115
3787,Megadeth,Symphony Of Destruction,115
3788,Death Cab For Cutie,Champagne From A Paper Cup,115
3789,Morrissey,In The Future When All'S Well,115
3790,Mika,Happy Ending,115
3791,The Clash,(White Man) In Hammersmith Palais,115
3792,Elliott Smith,Easy Way Out,115
3793,Aphex Twin,Heliosphan,115
3794,Snow Patrol,Tiny Little Fractures,115
3795,Gorillaz,Feel Good Inc,115
3796,Pj Harvey,White Chalk,115
3797,Bat For Lashes,Tahiti,115
3798,Duran Duran,Ordinary World,115
3799,Wu-Tang Clan,Bring Da Ruckus,115
3800,Combichrist,This S*It Will Fcuk You Up,115
3801,Nirvana,Frances Farmer Will Have Her Revenge On Seattle,115
3802,Band Of Horses,Detlef Schrempf,114
3803,Beck,Profanity Prayers,114
3804,Neko Case,Dirty Knife,114
3805,Of Montreal,Sink The Seine,114
3806,Gwen Stefani,Early Winter,114
3807,Within Temptation,Mother Earth,114
3808,Duffy,Distant Dreamer,114
3809,The Rolling Stones,Under My Thumb,114
3810,Moby,Beautiful,114
3811,Goldfrapp,Koko,114
3812,Bloc Party,Two More Years,114
3813,Patrick Wolf,Secret Garden,114
3814,Damien Rice,The Blowers Daughter,114
3815,Art Brut,Good Weekend,114
3816,Kings Of Convenience,Stay Out Of Trouble,114
3817,Sara Bareilles,Love Song,114
3818,Wilco,Muzzle Of Bees,114
3819,Supergrass,Alright,114
3820,Babyshambles,Carry On Up The Morning,114
3821,The Doors,Moonlight Drive,114
3822,The Kooks,Matchbox,114
3823,Roger Sanchez,Another Chance,114
3824,Joy Division,Incubation,114
3825,Eric Clapton,Cocaine,114
3826,Sonic Youth,Hey Joni,114
3827,Maroon 5,If I Never See Your Face Again,114
3828,Misfits,Last Caress,114
3829,The Bravery,Honest Mistake,114
3830,Clint Mansell,Death Is The Road To Awe,114
3831,Matisyahu,King Without A Crown,114
3832,Sonic Youth,What A Waste,114
3833,Placebo,Centrefolds,114
3834,The Fray,Little House,114
3835,The Prodigy,Diesel Power,114
3836,Mstrkrft,Easy Love,114
3837,Spoon,Everything Hits At Once,114
3838,Bob Dylan,Lay Lady Lay,114
3839,The Ting Tings,Impacilla Carpisung,114
3840,Tv On The Radio,Golden Age,114
3841,Acceptance,Different,114
3842,Dread Zeppelin,Thank You,114
3843,Moby,In My Heart,114
3844,The Black Eyed Peas,Shut Up,114
3845,Fiona Apple,Sullen Girl,114
3846,Ladytron,Ghosts,114
3847,Pink Floyd,Breathe,114
3848,Pink Floyd,See Emily Play,114
3849,Serj Tankian,Lie Lie Lie,114
3850,Bloc Party,The Pioneers,114
3851,Third Eye Blind,Semi-Charmed Life,113
3852,The Smiths,What She Said,113
3853,The Beatles,Got To Get You Into My Life,113
3854,Hot Chip,The Warning,113
3855,Tears For Fears,Shout,113
3856,Depeche Mode,Sweetest Perfection,113
3857,Jack Johnson,Times Like These,113
3858,Daft Punk,Television Rules The Nation / Crescendolls,113
3859,Pink Floyd,Speak To Me,113
3860,Late Of The Pier,Space And The Woods,113
3861,Alphaville,Forever Young,113
3862,T.A.T.U.,All The Things She Said,113
3863,David Gray,Babylon,113
3864,Nine Inch Nails,Last,113
3865,Ladyhawke,Paris Is Burning,113
3866,Soilwork,One With The Flies,113
3867,The Prodigy,Take Me To The Hospital,113
3868,Au Revoir Simone,Sad Song,113
3869,Slowdive,When The Sun Hits,113
3870,Jeff Buckley,Corpus Christi Carol,113
3871,Beck,Elevator Music,113
3872,Thin Lizzy,The Boys Are Back In Town,113
3873,Hercules And Love Affair,Hercules Theme,113
3874,Scissor Sisters,Filthy/Gorgeous,113
3875,Queens Of The Stone Age,Avon,113
3876,Metallica,Ride The Lightning,113
3877,The Raconteurs,Yellow Sun,113
3878,M83,I Guess I'M Floating,113
3879,Garbage,Vow,113
3880,Depeche Mode,See You,113
3881,Björk,Enjoy,113
3882,Dexys Midnight Runners,Come On Eileen,113
3883,Jimi Hendrix,Castles Made Of Sand,113
3884,Iron & Wine,Lovesong Of The Buzzard,113
3885,Radiohead,The Gloaming,113
3886,The Libertines,What Became Of The Likely Lads,113
3887,Placebo,Blue American,113
3888,Beck,Missing,113
3889,Porcupine Tree,Gravity Eyelids,113
3890,Green Day,Extraordinary Girl,113
3891,Nick Cave & The Bad Seeds,Henry Lee,113
3892,Soundgarden,Spoonman,113
3893,Sufjan Stevens,Prairie Fire That Wanders About,113
3894,Pj Harvey,Down By The Water,113
3895,Cat Power,Love & Communication,113
3896,Joanna Newsom,Emily,113
3897,The Strokes,The Way It Is,113
3898,A.C. Newman,Miracle Drug,113
3899,Muse,Falling Down,113
3900,Mott The Hoople,All The Young Dudes,113
3901,Sonic Youth,Silver Rocket,113
3902,Björk,Alarm Call,113
3903,The New Pornographers,These Are The Fables,113
3904,The White Stripes,You'Ve Got Her In Your Pocket,113
3905,Kaiser Chiefs,Never Miss A Beat,113
3906,Pearl Jam,Elderly Woman Behind The Counter In A Small Town,113
3907,Blur,On Your Own,113
3908,Emily Haines & The Soft Skeleton,Mostly Waving,113
3909,Daft Punk,Too Long,113
3910,Suzanne Vega,Tom'S Diner,112
3911,Peter Bjorn And John,Let'S Call It Off,112
3912,10Cc,I'M Not In Love,112
3913,Goldfrapp,Train,112
3914,Bob Dylan,Ballad Of A Thin Man,112
3915,Metallica,Turn The Page,112
3916,M83,Graveyard Girl,112
3917,Doves,Pounding,112
3918,Sonic Youth,Rats,112
3919,Sigur Rós,Hjartað Hamast (Bamm Bamm Bamm),112
3920,The Gathering,Travel,112
3921,Led Zeppelin Jam,You Shook Me,112
3922,P!Nk,Just Like A Pill,112
3923,The Sounds,Living In America,112
3924,Queens Of The Stone Age,Auto Pilot,112
3925,Oasis,Little By Little,112
3926,Girl Talk,Set It Off,112
3927,The Kills,Alphabet Pony,112
3928,Metallica,The Unforgiven Ii,112
3929,Evanescence,Missing,112
3930,Spoon,Eddie'S Ragga,112
3931,Patrick Wolf,The Childcatcher,112
3932,Nick Cave & The Bad Seeds,The Weeping Song,112
3933,The Coral,In The Morning,112
3934,Rufus Wainwright,Going To A Town,112
3935,M.I.A.,Pull Up The People,112
3936,M83,Skin Of The Night,112
3937,Weezer,No One Else,112
3938,Foals,The French Open,112
3939,The Beach Boys,I Get Around,112
3940,System Of A Down,Shimmy,112
3941,Foals,Hummer,112
3942,Iamx,Kiss And Swallow,112
3943,My Morning Jacket,Off The Record,112
3944,R.E.M.,The One I Love,112
3945,Goldfrapp,Crystalline Green,112
3946,Keane,Atlantic,112
3947,The Cars,Drive,112
3948,Nine Inch Nails,10 Ghosts Ii,112
3949,The Who,Substitute,112
3950,Simian Mobile Disco,Tits & Acid,112
3951,The Avalanches,Since I Left You,112
3952,Björk,Aeroplane,112
3953,Ac/Dc,Shoot To Thrill,112
3954,Anathema,One Last Goodbye,112
3955,Weezer,Pink Triangle,112
3956,Him,In Joy And Sorrow,112
3957,Jimmy Eat World,A Praise Chorus,112
3958,Asobi Seksu,Strawberries,112
3959,Ladytron,Discotraxx,112
3960,Rilo Kiley,The Absence Of God,112
3961,Cocorosie,Tahiti Rain Song,112
3962,Patrick Wolf,Don'T Say No,112
3963,Goldfrapp,Number 1,112
3964,Asobi Seksu,Strings,112
3965,Yeah Yeah Yeahs,Dull Life,112
3966,Sonic Youth,Dirty Boots,112
3967,Him,Vampire Heart,112
3968,The Kills,Getting Down,112
3969,Carla Bruni,Quelqu'Un M'A Dit,112
3970,Stars,The First Five Times,112
3971,Bat For Lashes,Bat'S Mouth,112
3972,The White Stripes,The Nurse,112
3973,Coheed And Cambria,Welcome Home,112
3974,Afi,This Celluloid Dream,112
3975,Shivaree,Goodnight Moon,111
3976,Beck,Chemtrails,111
3977,Pj Harvey,This Mess We'Re In,111
3978,Depeche Mode,The Sinner In Me,111
3979,Depeche Mode,Sister Of Night,111
3980,The Kooks,Do You Wanna,111
3981,Janis Joplin,Me And Bobby Mcgee,111
3982,Cocorosie,Butterscotch,111
3983,Elliott Smith,Single File,111
